gene,kNN_max_score,nearest_approved_target,approved_drugs_targeting_nearest_gene,is_approved_target,n_downstream_z3,culture_condition
C5orf63,0.2779922485351562,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,24,Stim48hr
PDSS1,0.2779640555381775,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,164,Stim48hr
MTMR12,0.2779286801815033,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,30,Stim48hr
APIP,0.277874231338501,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,56,Stim48hr
BCKDHB,0.2777968943119049,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,25,Stim48hr
SYPL1,0.2777287364006042,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,35,Stim48hr
ASPM,0.2776797711849212,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,19,Stim48hr
MLKL,0.2776441872119903,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,191,Stim48hr
FBXW5,0.2776411175727844,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,29,Stim48hr
ALDH3A2,0.2775452136993408,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,34,Stim48hr
ARID2,0.2774166464805603,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,270,Stim48hr
SLC35E4,0.2774105668067932,CD2,ALEFACEPT,False,32,Stim48hr
DCXR,0.2774085700511932,CD2,ALEFACEPT,False,46,Stim48hr
CPOX,0.2773672342300415,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,82,Stim48hr
SF3B5,0.2773477435111999,PRKCA,MIDOSTAURIN,False,54,Stim48hr
TIMM10,0.2772031128406524,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,196,Stim48hr
RPIA,0.2771386802196502,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,57,Stim48hr
ZNF529,0.2770876884460449,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,52,Stim48hr
FCGRT,0.2768928110599518,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,True,50,Stim48hr
MEGF8,0.2768071293830871,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,42,Stim48hr
CALU,0.276780903339386,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,33,Stim48hr
EOLA1,0.2766635715961456,NDUFS8,METFORMIN; METFORMIN HYDROCHLORIDE,False,25,Stim48hr
RAB5C,0.2765624225139618,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,67,Stim48hr
FCHSD2,0.2765229344367981,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,31,Stim48hr
PMM1,0.2764862775802612,NDUFB6,METFORMIN; METFORMIN HYDROCHLORIDE,False,30,Stim48hr
UBR3,0.2764735221862793,CD2,ALEFACEPT,False,28,Stim48hr
PLCL2,0.2764553725719452,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,57,Stim48hr
MDM1,0.2764537334442138,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,27,Stim48hr
LRRC20,0.2764510214328766,NDUFS8,METFORMIN; METFORMIN HYDROCHLORIDE,False,19,Stim48hr
CDCA2,0.2764425277709961,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,98,Stim48hr
ARPC5L,0.2763794064521789,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,58,Stim48hr
CAPNS1,0.27635458111763,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,18,Stim48hr
TMEM134,0.2761844098567962,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,34,Stim48hr
TNFRSF18,0.2761731147766113,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,29,Stim48hr
CERS2,0.2760847508907318,NDUFB6,METFORMIN; METFORMIN HYDROCHLORIDE,False,98,Stim48hr
PPP1R3B,0.2759966552257538,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,79,Stim48hr
PRR14,0.275968462228775,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,48,Stim48hr
CHD2,0.2759609818458557,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,101,Stim48hr
TBC1D25,0.2759319543838501,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,12,Stim48hr
UBA6,0.2759256660938263,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,68,Stim48hr
KIFC1,0.2759104371070862,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,70,Stim48hr
SLC4A7,0.2757756412029266,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,199,Stim48hr
LIN37,0.2757410109043121,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,68,Stim48hr
ADAT2,0.2756246626377105,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,214,Stim48hr
TMEM33,0.2753950655460357,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,145,Stim48hr
RUFY2,0.2752659022808075,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,57,Stim48hr
SLC26A4,0.2752284407615661,NDUFB6,METFORMIN; METFORMIN HYDROCHLORIDE,False,21,Stim48hr
OSTF1,0.2752086222171783,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,48,Stim48hr
RING1,0.2750811576843261,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,70,Stim48hr
SLC29A2,0.2750570476055145,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,23,Stim48hr
PJA1,0.2749549150466919,AHR,TAPINAROF,False,72,Stim48hr
INO80,0.2748795449733734,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,247,Stim48hr
IQCC,0.2748264670372009,PRKCA,MIDOSTAURIN,False,22,Stim48hr
DELE1,0.2748158872127533,PRKCA,MIDOSTAURIN,False,67,Stim48hr
MUTYH,0.2747555077075958,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,63,Stim48hr
SOCS2,0.2745904326438904,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,34,Stim48hr
ZNF304,0.2745900750160217,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,54,Stim48hr
KSR1,0.274576187133789,PRKCA,MIDOSTAURIN,False,26,Stim48hr
MIX23,0.2745712399482727,NDUFB6,METFORMIN; METFORMIN HYDROCHLORIDE,False,41,Stim48hr
CD44,0.2740945219993591,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,40,Stim48hr
UBL7,0.2740344107151031,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,57,Stim48hr
TUBE1,0.2740160226821899,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,78,Stim48hr
FAM20B,0.2739916741847992,PRKCA,MIDOSTAURIN,False,86,Stim48hr
PPP2R5E,0.2739839851856231,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,56,Stim48hr
GM2A,0.2739772796630859,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,32,Stim48hr
NCAPH2,0.2739377319812774,CD2,ALEFACEPT,False,87,Stim48hr
AMER1,0.2739373743534088,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,38,Stim48hr
DDX28,0.2737821340560913,AHR,TAPINAROF,False,32,Stim48hr
GPATCH8,0.2737089395523071,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,237,Stim48hr
GARS1,0.2736913561820984,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,98,Stim48hr
IDH2,0.2735857963562011,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,True,16,Stim48hr
SPATA24,0.2734300196170807,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,40,Stim48hr
ZNF7,0.2733980119228363,CD2,ALEFACEPT,False,52,Stim48hr
TTC5,0.2733863592147827,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,87,Stim48hr
TMEM167A,0.2733140885829925,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,359,Stim48hr
ATG101,0.2732195258140564,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,100,Stim48hr
BPNT2,0.2731002569198608,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,102,Stim48hr
NT5DC2,0.2730537354946136,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,25,Stim48hr
CLSTN3,0.2730060517787933,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,50,Stim48hr
GNPDA2,0.2728891670703888,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,25,Stim48hr
PRR7,0.2727124094963074,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,50,Stim48hr
TPD52,0.272707462310791,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,154,Stim48hr
EXOC6,0.2726455330848694,PRKCA,MIDOSTAURIN,False,95,Stim48hr
C6orf226,0.2726190984249115,CD2,ALEFACEPT,False,29,Stim48hr
ARRB1,0.2725964188575744,NDUFS8,METFORMIN; METFORMIN HYDROCHLORIDE,False,52,Stim48hr
ZNF562,0.2725648581981659,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,97,Stim48hr
GMPR,0.2724566161632538,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,21,Stim48hr
MGMT,0.2724520266056061,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,43,Stim48hr
STAP2,0.2724479138851166,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,27,Stim48hr
INPP5D,0.272382378578186,IL4R,DUPILUMAB,False,406,Stim48hr
SNX3,0.2722287476062774,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,44,Stim48hr
CDK5RAP1,0.2721925973892212,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,44,Stim48hr
PRMT2,0.2721683382987976,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,25,Stim48hr
CDC42SE2,0.2721484005451202,NDUFC1,METFORMIN; METFORMIN HYDROCHLORIDE,False,51,Stim48hr
DBP,0.2720659673213959,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,53,Stim48hr
SNX9,0.2720069885253906,AHR,TAPINAROF,False,61,Stim48hr
TMEM106A,0.2719863057136535,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,29,Stim48hr
ENTPD4,0.2719657123088836,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,17,Stim48hr
CREBRF,0.2718999087810516,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,47,Stim48hr
FLII,0.2718226909637451,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,75,Stim48hr
CARNS1,0.2718028724193573,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,107,Stim48hr
ZNF526,0.2716172039508819,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,66,Stim48hr
SORL1,0.271614521741867,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,114,Stim48hr
SLC25A24,0.2715927958488464,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,10,Stim48hr
VPS37B,0.2715783417224884,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,31,Stim48hr
CEP250,0.2714512348175049,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,16,Stim48hr
RNF25,0.2713987231254577,PRKCA,MIDOSTAURIN,False,55,Stim48hr
MSL2,0.2713741362094879,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,158,Stim48hr
SPNS3,0.2712468206882477,PRKCA,MIDOSTAURIN,False,40,Stim48hr
USP38,0.2712182998657226,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,31,Stim48hr
ACSS1,0.2711927592754364,CD2,ALEFACEPT,False,32,Stim48hr
RALBP1,0.2711896300315857,PRKCA,MIDOSTAURIN,False,62,Stim48hr
JDP2,0.271121621131897,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,22,Stim48hr
SRP54,0.2711183726787567,CD2,ALEFACEPT,False,27,Stim48hr
CCDC43,0.2709524929523468,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,60,Stim48hr
BBS10,0.2709240615367889,AHR,TAPINAROF,False,94,Stim48hr
RGL4,0.2708812952041626,CD3G,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB,False,40,Stim48hr
PPM1G,0.2708228230476379,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,79,Stim48hr
SIK2,0.2708218395709991,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,85,Stim48hr
MFF,0.2708160877227783,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,43,Stim48hr
UBOX5,0.2706958651542663,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,55,Stim48hr
PSME4,0.270646184682846,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,18,Stim48hr
JOSD2,0.2705909013748169,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,168,Stim48hr
PRDX6,0.270525187253952,ITGAL,EFALIZUMAB; LIFITEGRAST; ODULIMOMAB,False,62,Stim48hr
PSMC3IP,0.2704893946647644,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,38,Stim48hr
FOXK2,0.2704765498638153,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,39,Stim48hr
FBF1,0.2703936398029327,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,68,Stim48hr
IKBKE,0.2703866958618164,NDUFA8,METFORMIN; METFORMIN HYDROCHLORIDE,False,45,Stim48hr
ARHGAP15,0.2703834772109985,PRKCA,MIDOSTAURIN,False,56,Stim48hr
MYDGF,0.2703427672386169,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,47,Stim48hr
DUSP22,0.2703338265419006,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,17,Stim48hr
STT3A,0.2702728807926178,AHR,TAPINAROF,False,45,Stim48hr
TBP,0.2702393233776092,PRKCQ,MIDOSTAURIN,False,80,Stim48hr
SAP130,0.2701967060565948,HDAC1,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,False,391,Stim48hr
BSG,0.2701895236968994,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,159,Stim48hr
GBA2,0.2701882719993591,CD274,ATEZOLIZUMAB; AVELUMAB; COSIBELIMAB; DURVALUMAB; SUGEMALIMAB,False,155,Stim48hr
SEPSECS,0.2701273262500763,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,105,Stim48hr
TRIB3,0.2700531780719757,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,47,Stim48hr
JUND,0.2696420550346374,NDUFB6,METFORMIN; METFORMIN HYDROCHLORIDE,False,97,Stim48hr
KLHDC2,0.2695083618164062,NDUFS8,METFORMIN; METFORMIN HYDROCHLORIDE,False,37,Stim48hr
MYOF,0.269480437040329,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,36,Stim48hr
GOLGA1,0.2692272663116455,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,30,Stim48hr
KIF1B,0.2692264914512634,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,31,Stim48hr
CCDC61,0.2691850364208221,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,20,Stim48hr
PEBP1,0.269124299287796,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,51,Stim48hr
CNOT8,0.2691114842891693,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,85,Stim48hr
PLXNB2,0.2690838277339935,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,14,Stim48hr
TNKS1BP1,0.2690049707889557,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,112,Stim48hr
SLC25A22,0.2689813673496246,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,120,Stim48hr
