gene,gwas_score
USP13,0.519987
CYRIB,0.519662
PLCXD3,0.519658
KIRREL3,0.519599
RDH12,0.519589
GPA33,0.519568
IRX1,0.519431
DSG3,0.519399
STEAP1B,0.519330
SLC27A6,0.519314
TSPAN3,0.519248
ROBO2,0.519222
MSI2,0.519194
STAP2,0.518686
ITGAX,0.518632
CYTL1,0.518516
LMO3,0.518449
SNX13,0.518195
CHN2,0.518142
NSMCE1,0.518108
NAGPA,0.518055
PRKCZ,0.517803
IFT80,0.517772
CENPO,0.517366
FADS3,0.517298
PRDX6,0.517287
EPAS1,0.517273
ABTB3,0.517258
CYP7B1,0.517258
GCNT3,0.517199
GFPT1,0.517150
HIPK1,0.516926
FADS1,0.516882
PRICKLE1,0.516479
SNX32,0.516371
FLG2,0.516299
ASCC2,0.516095
KCNJ16,0.515770
SERTAD4,0.515737
FBRSL1,0.515060
ALDH1A1,0.514807
CRYBG1,0.514724
ITGAV,0.514657
RPS10,0.514634
CCL7,0.514010
SYT9,0.513986
SLC24A2,0.513942
NLRC5,0.513657
SPTLC3,0.513459
MSX1,0.513103
PHF3,0.513089
RASEF,0.513018
NELL1,0.512959
TP63,0.512858
GCFC2,0.512829
HS6ST1,0.512563
CLN3,0.512406
NEMP2,0.512347
MACROD2,0.512301
TNPO3,0.512167
DNAJC12,0.512104
OC90,0.512091
COX18,0.511975
SORCS2,0.511967
DTHD1,0.511916
ADAM12,0.511876
SCG2,0.511818
MAP2K4,0.511816
DKKL1,0.511774
ANKS1B,0.511544
PDE4DIP,0.511482
AGMO,0.511342
COL4A1,0.511180
OXGR1,0.510772
NR2F1,0.510772
STMN2,0.510772
TRIM55,0.510772
IQCK,0.510731
SLC29A3,0.510728
GDF10,0.510715
ELP3,0.510567
MAFB,0.510420
IQCB1,0.510284
L3MBTL3,0.510106
THOC2,0.510094
RTRAF,0.510016
GALNT7,0.509835
ARB2A,0.509784
FEZ2,0.509518
LRRK2,0.509476
COL13A1,0.509082
IGSF9B,0.509032
ZNF395,0.508936
PIGX,0.508813
NR2F2,0.508403
NEURL1B,0.508369
ANKRD50,0.508209
EPHA6,0.508165
LEMD2,0.508137
GFRA2,0.508094
FAT1,0.507943
DAPK1,0.507936
CTNNA3,0.507777
LRMDA,0.507777
CDH12,0.507777
ARNT2,0.507747
TMEM131,0.507745
ATE1,0.507716
ERBB4,0.507579
RASIP1,0.507494
ZNF33B,0.507263
ARFRP1,0.507088
CCDC3,0.507081
MED15,0.506798
CA12,0.506745
ADAMTS6,0.506669
DCDC2,0.506658
HS3ST1,0.506618
MAP2K3,0.506599
VPS13C,0.506577
TRIM14,0.506474
ICAM3,0.506471
MSR1,0.506417
PDK1,0.506252
TGFBR1,0.506222
STK39,0.505888
PELI2,0.505885
GALNT18,0.505764
ZNF729,0.505735
LMCD1,0.505665
COL23A1,0.505596
CYP2W1,0.505430
AKAP9,0.505124
PLEK,0.504557
ADAMTSL3,0.504459
PDGFD,0.504244
PPIL3,0.504061
RCOR1,0.504025
CRISPLD2,0.503994
NADSYN1,0.503894
KCTD20,0.503800
TBX6,0.503668
DSCAM,0.503550
PMVK,0.503336
RGL3,0.502576
CCDC81,0.502504
SLC45A1,0.502492
PKNOX2,0.502333
ITGA6,0.502301
DAOA,0.502190
NCK2,0.502168
GSDMA,0.502086
OR51Q1,0.502080
PARD3B,0.502036
CNR1,0.501909
SGIP1,0.501898
DIPK1A,0.501558
CEMIP2,0.501458
SPDEF,0.501359
WDR1,0.501231
IFITM2,0.501158
LILRB3,0.501011
TIMP3,0.500718
ETV3,0.500715
TMEM132C,0.500673
MSH2,0.500565
BTG1,0.500330
PDE7B,0.500221
MIA,0.500174
ARHGEF3,0.499871
ICA1,0.499778
SSU72L6,0.499748
TRAP1,0.499352
SULF2,0.499323
RNF216,0.499133
TMEM17,0.499056
HMGA2,0.498999
LRP1,0.498935
TMPRSS15,0.498880
CEP20,0.498553
ZBED6,0.498059
ZC3H11A,0.498059
LRRC7,0.497743
SLC26A8,0.497304
ACAP2,0.496597
INTS4,0.496429
ALG10,0.495907
CCL11,0.495701
CBLN2,0.495641
SOX11,0.495409
DNAH9,0.495341
NOS1,0.495263
ZC3H11B,0.495162
DCBLD1,0.495151
STAB2,0.495003
VWF,0.494993
SLC12A7,0.494944
CLYBL,0.494914
ADRA1A,0.494833
PLXNA2,0.494833
MYOCD,0.494477
RETNLB,0.494344
SRBD1,0.494343
TBC1D14,0.494293
STXBP6,0.494220
LIPJ,0.494067
KCTD1,0.493958
TPTE2,0.493800
ACVR1C,0.493641
STXBP4,0.493588
RHPN2,0.493455
AFAP1L2,0.493415
TPTE,0.493248
KCNJ6,0.493182
NPHP3,0.493099
IL37,0.493075
GPR55,0.493032
TMEM163,0.493017
AIM2,0.492904
LYZ,0.492851
FAM53B,0.492738
ZPLD1,0.492717
SNX29,0.492695
KCND2,0.492680
SORBS2,0.492443
BMP5,0.492430
PPP2R2B,0.492430
VRK1,0.492430
GP2,0.491856
SP110,0.491459
DCC,0.491458
DIPK1C,0.491393
CHMP4B,0.491393
TPD52L1,0.491211
TNFRSF17,0.491085
CERS4,0.491085
NRIP1,0.490935
EEF2KMT,0.490922
C10orf95,0.490768
CFTR,0.490739
CADM1,0.490672
EDEM3,0.490615
FBH1,0.490612
PDHB,0.490402
TSLIG3B,0.490331
EFR3B,0.490253
ZNF76,0.490054
PCDH10,0.489976
EFNA5,0.489830
CNTNAP4,0.489787
FAAP24,0.489715
SNX31,0.489629
PLEKHA5,0.489320
LOXL1,0.489123
VSTM2A,0.489067
RNF217,0.488963
SPIN4,0.488762
SEH1L,0.488288
PSMD7,0.488053
DNASE1,0.487927
ARHGAP23,0.487871
P3H2,0.487211
ACTR1A,0.487068
C11orf91,0.487068
BACE2,0.486882
SNCA,0.486255
STIM2,0.485979
TTC33,0.485926
FBXW7,0.485797
DTWD2,0.485797
PLEKHG1,0.485797
PPP2R3C,0.485769
SPOP,0.485765
USP42,0.485765
ILDR1,0.485744
SMG7,0.485647
SALL1,0.485578
ENTREP1,0.485476
LHFPL2,0.485393
GRM7,0.485377
PRPS1L1,0.485272
C8orf34,0.485147
IQCM,0.485147
LDB2,0.485147
NDST4,0.485147
HUNK,0.485147
PHLDB2,0.485062
IFNG,0.485034
CDH7,0.484713
CISD1,0.484708
STEAP3,0.484578
GRIA1,0.484554
PCP4,0.484188
AMPH,0.484188
CNIH3,0.484188
RAPGEF2,0.484188
MBOAT1,0.484188
CWC22,0.484188
SCN7A,0.484188
GRIA2,0.484188
MRPL3,0.484188
SSR3,0.484188
RFX4,0.484188
HIVEP1,0.484188
IL1F10,0.484083
PITX2,0.483986
KLF17,0.483956
SMARCA5,0.483895
AEBP2,0.483815
PABPC4L,0.483802
SLC10A6,0.483600
PLEKHG7,0.483538
POU3F1,0.483249
TENM4,0.483246
CRIM1,0.483058
B4GALNT2,0.482887
VEPH1,0.482841
MPRIP,0.482819
SEMA3D,0.482680
DMRT2,0.482618
CORO2B,0.482267
MSRB3,0.482267
PHTF2,0.482267
C3orf70,0.482267
PTGIS,0.482267
ENPP2,0.482267
NRP1,0.482091
NEBL,0.481771
ADAMTS9,0.481771
CDH8,0.481771
TACR3,0.481771
TTN,0.481771
TBC1D4,0.481648
ZNF462,0.481517
ICOSLG,0.481368
SLC2A4RG,0.481126
HMGB1,0.480846
CPNE5,0.480655
SEC16A,0.480550
DEMA1,0.480339
MFAP3L,0.480144
ZNF626,0.480144
CHRM5,0.480049
ADAMTSL1,0.479996
SLC9B1,0.479950
KIAA1549L,0.479948
MAML2,0.479647
RPS29,0.479634
DOC2B,0.479492
HTRA3,0.479415
CDH23,0.479327
RPS6KA2,0.479164
PGRMC2,0.479052
FER1L6,0.478970
SHISA9,0.478970
NAALADL2,0.478970
CACNA2D3,0.478970
TAFA4,0.478970
NYAP2,0.478970
TCF4,0.478970
MYO18B,0.478970
SLC25A37,0.478692
PRDM5,0.478542
RSRP1,0.478528
PLA2G4A,0.478460
GPR146,0.478431
UBE2L3,0.478357
DCDC1,0.478313
CCNY,0.478244
SLC6A7,0.478082
VGLL2,0.478056
CRBN,0.478056
KCNMA1,0.478014
IRF7,0.477896
MCPH1,0.477513
C1orf54,0.477309
SYNE3,0.477270
TSC22D1,0.476967
BMS1,0.476823
MLF2,0.476746
ATP2B2,0.476510
HDLBP,0.476419
SLC25A13,0.476332
NF1,0.476195
TMEM179,0.476175
LRFN2,0.476054
APP,0.475870
FHL3,0.475793
KCNK12,0.475639
RPS9,0.475121
ZNF827,0.475107
SMAD4,0.475079
GJA3,0.474910
SHC1,0.474585
PKIA,0.474269
DPEP1,0.473995
DDX6,0.473861
DPP4,0.473641
RRP15,0.473380
KREMEN1,0.473365
SMIM29,0.473345
BMP8A,0.473322
C1QL2,0.473297
DNAJC1,0.473257
HIP1R,0.473176
CREG1,0.473174
ZC3HC1,0.472979
DNAH17,0.472890
GYG1,0.472865
RHOBTB3,0.472255
RAB5C,0.472178
ABCA2,0.472177
MAMSTR,0.472051
TSPAN15,0.471971
COL25A1,0.471893
DIP2C,0.471893
KIF16B,0.471893
THRB,0.471893
RGS7,0.471893
STAT1,0.471701
ANGPT4,0.471698
FHL2,0.471698
FBLN5,0.471698
STAC,0.471403
RUBCNL,0.471148
SEPTIN9,0.471147
ARID3A,0.470956
CERKL,0.470844
AJAP1,0.470714
ST3GAL1,0.470714
ALPK2,0.470677
PRKD2,0.470582
NOP58,0.470560
HOXA1,0.470532
MNAT1,0.470517
DDX59,0.470282
SLC3A1,0.469955
TMEM207,0.469955
HOOK1,0.469887
SYPL1,0.469833
CASP7,0.469731
ACTR3,0.469711
CMTM8,0.469640
CHCHD6,0.469640
AQP2,0.469515
MYOC,0.468993
IRAK3,0.468993
MXI1,0.468787
ROBO1,0.468716
GPATCH11,0.468576
PHACTR3,0.468256
GPR19,0.468226
TRPC3,0.468150
EPS15L1,0.468126
HTR1B,0.468073
TXLNB,0.467879
NGEF,0.467879
FBLN1,0.467879
SLC22A25,0.467879
SLC23A2,0.467719
FSTL1,0.467685
DIO3,0.467565
MYO7B,0.467400
UNC13C,0.467126
IRS2,0.467077
TRAFD1,0.467025
PKIB,0.467009
MARCHF5,0.466966
NXN,0.466827
ABCC8,0.466784
TUBA3C,0.466743
C1orf52,0.466669
CTSB,0.466568
KLRK1,0.466457
LMAN1L,0.466393
TWIST2,0.466253
CASP8,0.466196
MYNN,0.466128
VSIG8,0.466063
SHTN1,0.465999
SPAG1,0.465956
GRM5,0.465634
FAM117B,0.465339
TMEM86B,0.465291
PSD4,0.465065
KCNH5,0.465022
ABHD17C,0.464979
AKAP6,0.464979
AKT3,0.464979
TNFRSF19,0.464979
RANBP2,0.464973
FCRL4,0.464856
ZNF468,0.464694
BCL6,0.464422
OR4C45,0.464374
GFPT2,0.464284
NCAM2,0.464126
C10orf90,0.464064
FBXW8,0.464036
DCAF4L1,0.463916
TRMT10B,0.463916
SLC24A5,0.463817
TLK1,0.463177
UBE2Q1,0.463107
UBAP2,0.463062
ACP3,0.463045
IGF2BP3,0.463012
UBE2K,0.463012
PWWP3A,0.462912
TUT7,0.462876
TP53INP1,0.462853
NAA35,0.462849
ATP10A,0.462742
RP1L1,0.462565
ACAN,0.462565
MAP3K14,0.462499
CCDC169,0.462476
ANKRD12,0.462125
LRATD2,0.462040
TMEM128,0.462026
DLG1,0.461950
FRMD3,0.461855
ARL4A,0.461396
ARHGAP42,0.461376
CABCOCO1,0.461084
RGS4,0.461029
GABRB3,0.461029
PTP4A3,0.460996
PJA2,0.460635
UBE3D,0.460467
PRR15L,0.460260
YDJC,0.460225
CIMAP2,0.460122
SPATS2L,0.460116
GHITM,0.459958
HIP1,0.459948
TPRG1,0.459877
RPIA,0.459864
NSRP1,0.459543
S1PR4,0.459458
CDK18,0.459421
SKI,0.459421
PCYOX1L,0.459421
SLC38A8,0.459421
GRM4,0.459366
JAKMIP1,0.459322
ZNF479,0.459132
ATF1,0.459058
SLC25A46,0.458963
TCHHL1,0.458883
LRRC8B,0.458834
DNAJC24,0.458833
IL4,0.458711
PNPT1,0.458622
GARIN3,0.458296
KCTD16,0.458226
HDAC9,0.458089
PTPDC1,0.457974
CD244,0.457494
CPE,0.457467
ATP6V1C2,0.457097
IL9,0.457024
REG4,0.457024
ZNF169,0.457024
THRSP,0.456903
UNC5A,0.456903
TRAPPC8,0.456643
ARHGAP45,0.456450
GLI3,0.456128
TNP1,0.455989
DUSP1,0.455976
ALKAL2,0.455888
DEF6,0.455871
LOXHD1,0.455791
MYO10,0.455791
DAP3,0.455629
CPNE2,0.455629
USP18,0.455617
LUZP2,0.455454
CDC42EP3,0.455364
OASL,0.455279
RDH11,0.455279
FAM169A,0.455279
TMC5,0.455171
FMNL1,0.455145
NUPR1,0.455115
IQCN,0.455097
LRRC52,0.454895
PALMD,0.454737
ADCY5,0.454581
TSPAN32,0.454278
FOCAD,0.454268
TRABD2A,0.454258
CDH11,0.454234
SMAD6,0.454162
APCS,0.454005
PIEZO1,0.453893
NMNAT2,0.453569
CETP,0.453434
FKBP1C,0.453182
C1D,0.453157
SLC14A2,0.452969
MRPS21,0.452704
ASXL2,0.452556
LRIT2,0.452373
ARSI,0.452361
NR2F6,0.452308
PPM1L,0.451831
FGD3,0.451561
SERPINA5,0.451561
CHCHD3,0.451274
OCM,0.451171
TMEM196,0.450973
PVR,0.450785
SH3TC1,0.450616
CACNG3,0.450524
PPFIA1,0.450328
ANK2,0.450277
DLC1,0.449503
RAB3C,0.449456
EBLN1,0.449161
FOXF1,0.449125
DUSP16,0.449027
RERGL,0.448811
DNM3,0.448546
DSCAML1,0.448382
SYN3,0.448361
ZNF37A,0.448234
NEFM,0.448232
SH3GL3,0.447787
ADGRF5,0.447770
GAL,0.447770
KIAA0319,0.447475
ARHGEF28,0.447440
VHL,0.447214
RND3,0.447189
BBS12,0.446901
RHOJ,0.446554
SMAD7,0.446474
ATG4C,0.446459
CA8,0.446206
COL19A1,0.446122
BPNT2,0.445808
ARFGEF2,0.445633
OVOL1,0.445331
ANKRD22,0.445140
SKAP1,0.444719
IMMP2L,0.444655
FYB1,0.444572
DAG1,0.444362
SLCO4C1,0.444281
DIRAS2,0.444231
CCDC171,0.444179
WDR37,0.444033
OSR1,0.443914
SLITRK1,0.443898
MAGEC2,0.443855
DRAM1,0.443556
FARSB,0.443480
GABRA2,0.443354
ZDHHC21,0.443354
RRBP1,0.443349
ITLN1,0.443321
UGT1A6,0.443261
MERTK,0.443196
TM4SF4,0.443048
PFKP,0.442841
FASTKD2,0.442831
ARHGAP27,0.442819
AAGAB,0.442544
TACC2,0.442506
MDFIC,0.442415
THBS2,0.442381
SALL3,0.442277
LRCH1,0.442277
SCO2,0.442253
ZFP36L2,0.442145
TBX15,0.441983
ZNRF1,0.441838
CCBE1,0.441783
SRP54,0.441628
SI,0.441570
PHIP,0.441497
MYT1,0.441475
PLEKHH2,0.441389
SLC1A1,0.441343
CRHR2,0.441126
ZBTB1,0.441043
ABLIM3,0.440957
NCF1,0.440947
TBC1D32,0.440938
DNAH11,0.440915
SELENOS,0.440695
H2AC1,0.440688
HABP2,0.440605
MRPS14,0.440600
KCNH1,0.440593
SOCS5,0.440591
BCL2L14,0.440416
PRMT6,0.440292
S1PR3,0.440292
FRY,0.440292
CCDC85A,0.440292
ANKFN1,0.440264
IFITM3,0.440258
CDH5,0.440224
ZNF697,0.440171
ELF3,0.440136
HINT1,0.440112
STARD6,0.440046
ZNF679,0.440007
RTN1,0.439967
PDZD8,0.439931
CHST11,0.439931
BCL9,0.439931
SLC22A16,0.439931
UNC5B,0.439703
MCTP2,0.439475
HAAO,0.439207
MYOM2,0.439205
LIFR,0.439120
ERBIN,0.439014
CD1A,0.438865
SLAMF1,0.438603
ENOSF1,0.438588
ADGRA1,0.438588
BCO1,0.438588
RPGRIP1,0.438588
SNX5,0.438580
MIOS,0.438550
COL28A1,0.438550
CX3CR1,0.438512
EVC2,0.438460
TMEM131L,0.438434
FER,0.438352
F11,0.438329
C8A,0.438288
AQP3,0.438268
ACTRT3,0.438062
GALNT10,0.437929
NPR3,0.437929
ABI1,0.437914
ATXN10,0.437891
GAS7,0.437861
SIK2,0.437796
MDN1,0.437696
CDK1,0.437503
ROPN1,0.437333
CCDC179,0.437254
SPNS3,0.437193
DCLK1,0.436968
ZIC1,0.436900
GMDS,0.436863
PTCD3,0.436703
DEF8,0.436652
AUH,0.436581
ANXA6,0.436310
LCP1,0.436173
NUP205,0.436099
HELT,0.435981
PCDH8,0.435787
MYO7A,0.435636
DENND3,0.435326
ATXN2L,0.435321
AGBL4,0.435202
CCDC175,0.434842
CNOT4,0.434816
CAMSAP2,0.434802
TMEM268,0.434570
LNPEP,0.434498
TMEM106B,0.434478
GPRC5A,0.434465
ATP13A2,0.433822
NUGGC,0.433768
DEFB135,0.433657
REPS2,0.433613
MRS2,0.433607
MME,0.433485
SBK1,0.433439
NRN1,0.433400
ANKRD10,0.433332
CASP8AP2,0.433312
PXT1,0.433310
PRPF40A,0.433188
CDC14C,0.433160
ABL2,0.433146
IFT57,0.433133
PCNX2,0.432819
TYMP,0.432556
MYLK,0.432523
C18orf54,0.432319
ARID2,0.432187
LZTS1,0.432151
FOXK1,0.432098
ARID1B,0.432091
DCN,0.432091
USP24,0.432091
NBEA,0.432091
CSK,0.431987
EVX2,0.431842
SPDYE21,0.431751
RAB38,0.431751
C6orf58,0.431712
PDCD5,0.431575
SLC44A2,0.431497
PRM3,0.431397
MKLN1,0.431360
SLC17A5,0.430959
SNED1,0.430931
THOC7,0.430878
STK32A,0.430838
PALLD,0.430838
LCLAT1,0.430838
PLCB1,0.430824
DCPH1,0.430568
WDR76,0.430553
DNAI7,0.430107
RACGAP1,0.430053
TOX3,0.430051
NXPE3,0.429985
KLHL29,0.429971
HINT3,0.429939
NPBWR1,0.429803
DUSP23,0.429555
PIK3C2B,0.429443
GLRX5,0.429392
CLMB,0.429387
SLC9A9,0.429359
SCN10A,0.429117
USO1,0.429025
KLF6,0.428823
CSPP1,0.428584
TBCK,0.428396
ASIC2,0.428396
SIL1,0.428396
NEK1,0.428396
SLC16A11,0.428319
ZGLP1,0.428286
DIO1,0.428124
NTN1,0.428087
COL27A1,0.427971
ANP32E,0.427826
APPL2,0.427516
KYNU,0.427419
C2orf69,0.427352
TOP1,0.427346
ZCCHC7,0.427236
GADD45G,0.427103
MIA3,0.427086
DOCK5,0.426980
CPM,0.426635
SCMH1,0.426635
ARHGAP8,0.426635
RALGPS2,0.426635
POMGNT2,0.426563
KIF18A,0.426527
RYR2,0.426527
VRK2,0.426527
SDCCAG8,0.426527
UBLCP1,0.426316
KLF4,0.426231
SLC30A7,0.426170
GDA,0.426149
MAP4,0.426149
GPT2,0.425947
CTSS,0.425937
HERC2,0.425899
KCTD8,0.425793
GABRG2,0.425778
DMPK,0.425754
PLET1,0.425748
COX19,0.425704
SESN1,0.425662
GPC6,0.425605
WBP4,0.425591
CEBPE,0.425387
SACS,0.424986
PRPS2,0.424936
DMAC1,0.424863
XRCC2,0.424856
SPIN3,0.424838
PDCD10,0.424540
OSTN,0.424540
SRD5A1,0.424540
SGO2,0.424540
CTSO,0.424540
EHD3,0.424540
CCDC150,0.424540
SDC2,0.424540
SPP2,0.424540
ARFIP1,0.424540
THAP3,0.424504
LDLRAD1,0.424504
SLC25A21,0.424377
MKI67,0.424264
SEPTIN2,0.424243
ANK1,0.424207
LYRM7,0.424146
LCE5A,0.424145
TGFBI,0.424124
TIGD2,0.424123
SCN1A,0.424051
ATP8A2,0.424051
CALD1,0.424051
ARHGAP32,0.424051
CLIC5,0.424051
TRIM33,0.424051
ADAM18,0.424051
ARHGEF17,0.423953
RIOK2,0.423791
RGS3,0.423737
RPS6KA4,0.423631
DKK2,0.423391
DENND2B,0.423294
PAX6,0.423204
CTIF,0.423194
MED27,0.422971
MAPKAP1,0.422971
CPA6,0.422971
APCDD1,0.422815
ALDH2,0.422438
SLC1A3,0.422420
CLINT1,0.422164
CDH3,0.422157
ARHGEF10,0.422147
GTF2IRD2,0.422010
OSGIN2,0.421822
RAB1A,0.421819
TWSG1,0.421819
KCNA1,0.421815
RSPH3,0.421756
CCDC170,0.421698
GRID1,0.421518
FAM180A,0.421499
MRE11,0.421433
SLC6A15,0.421422
DHFR,0.421020
ADNP2,0.421020
MARK1,0.421020
RGS8,0.421020
GLYATL3,0.421020
TADA2B,0.421020
GORASP2,0.421020
SHCBP1L,0.421020
EXT2,0.421020
MOXD1,0.421020
VAV2,0.421020
PPHLN1,0.421020
AAK1,0.421020
RABL3,0.421020
GNPNAT1,0.421020
GSDMC,0.421009
NDUFB6,0.420968
HBEGF,0.420861
PPFIA2,0.420708
SEL1L3,0.420418
FRAS1,0.420320
HDAC4,0.420203
RNASEL,0.420095
ELOA,0.419661
LRRC75A,0.419603
PPP4R3B,0.419569
B3GAT1,0.419420
NPVF,0.419420
PUM3,0.419301
ANO5,0.419246
TMC3,0.419246
CYLC2,0.419246
RGPD4,0.419246
SBF2,0.419051
SLCO3A1,0.419051
SFRP2,0.419015
CCNC,0.418889
G3BP2,0.418889
ATP6V0A4,0.418889
ANXA13,0.418889
MYRFL,0.418889
HDAC8,0.418889
ODF2L,0.418889
EPG5,0.418889
LRFN5,0.418715
BRINP1,0.418715
ZNF780B,0.418630
MBNL1,0.418573
TMEM260,0.418422
AFDN,0.418401
ATRNL1,0.418293
ABHD6,0.418278
SPPL2A,0.418278
DET1,0.418190
LACTB,0.417989
MPHOSPH8,0.417831
DISP3,0.417756
TCERG1L,0.417635
RNF32,0.417633
FOXB1,0.417633
PDE1B,0.417594
HMGXB3,0.417542
PPEF2,0.417542
TEX48,0.417529
ARRDC2,0.417419
EPHX1,0.417346
RPAP1,0.416738
CELA3B,0.416720
BDNF,0.416686
WAPL,0.416289
ARHGEF4,0.416275
ASXL1,0.416122
MROH7,0.416122
LRRFIP1,0.416122
GPR176,0.416122
NR1I2,0.416122
DRD3,0.416122
NDST1,0.416122
TCEA1,0.416122
BPNT1,0.416122
S100Z,0.416122
TFDP1,0.416122
UNG,0.416122
KLKB1,0.416122
SLC25A30,0.416122
ARV1,0.416122
NBPF3,0.416122
DPCD,0.416122
PIK3CB,0.416122
OTOP1,0.415848
PDE2A,0.415663
PRKDC,0.415590
ADGRG6,0.415335
PLPPR1,0.415292
KLLN,0.415284
DNMBP,0.414999
GKAP1,0.414999
SDF2L1,0.414962
NFIL3,0.414958
NRIP2,0.414956
FCRLA,0.414845
CH25H,0.414835
UNC13B,0.414782
XPA,0.414728
ACSL6,0.414721
SIK3,0.414658
ZBTB7A,0.414610
A4GALT,0.414555
ABLIM2,0.414441
ADAMTS14,0.414186
C3,0.414059
TRIM47,0.414043
TBX3,0.413997
NKAIN2,0.413851
ANXA2,0.413699
FAF1,0.413658
ASCC3,0.413557
ELOVL2,0.413540
ERCC5,0.413540
MS4A4A,0.413540
EMB,0.413354
HSPA6,0.413223
WDR59,0.413191
TPST2,0.413037
SLC12A1,0.412991
ORMDL3,0.412955
TMBIM1,0.412943
ITFG2,0.412943
PHF20L1,0.412647
RAB44,0.412565
LYSMD3,0.412486
INSR,0.412428
STX18,0.412315
CLPSL1,0.412311
STRN,0.412309
HNF4A,0.412001
RAI1,0.411905
CDKN1A,0.411855
UGP2,0.411640
WDR41,0.411535
ZFYVE27,0.411364
RBM33,0.410955
GRIK2,0.410936
INO80D,0.410795
KANK2,0.410794
CIMIP3,0.410740
KSR2,0.410412
ATP2B1,0.410328
POU2AF2,0.410328
IGF1R,0.410328
SEMA3E,0.410293
CFHR5,0.410194
CHD6,0.410159
TMEM266,0.409983
SDK1,0.409775
PRM2,0.409609
DOCK4,0.409606
TMPRSS13,0.409483
COX10,0.409475
SMARCA4,0.409399
SOX21,0.409379
ZCCHC24,0.408891
ADAMTS16,0.408335
FAM120B,0.408309
MYRF,0.408259
SLCO1C1,0.408054
JKAMP,0.408003
SPSB4,0.407946
NR1D2,0.407841
YES1,0.407773
CADPS2,0.407763
OCA2,0.407658
LYRM9,0.407475
RELT,0.407467
SYT13,0.407422
NECAB2,0.407419
MORC3,0.407395
SFPQ,0.407268
CEP162,0.407150
SAXO6,0.407149
THOC1,0.407149
NTF3,0.407072
SCAPER,0.407033
OAS1,0.406803
FAM20B,0.406750
PTPRB,0.406709
PROM1,0.406607
GJD3,0.406442
AEN,0.406317
RIMKLA,0.406317
CRY2,0.406317
AKR1B10,0.406317
GPR37,0.406265
FSTL4,0.406239
AUTS2,0.406221
CCSER1,0.406221
MTUS2,0.406221
THSD7B,0.406221
DPP10,0.406221
KCNIP4,0.406221
NPAS3,0.406221
TBC1D5,0.406119
H3-3B,0.406002
KIAA0586,0.405862
RSBN1,0.405848
GULP1,0.405684
SOX9,0.405663
FBXL17,0.405659
ATP1B3,0.405555
KCNE4,0.405500
TOPAZ1,0.405395
MPPED2,0.405391
RNFT1,0.405351
THAP5,0.405176
SLC48A1,0.405135
VWA3B,0.405042
NTMT2,0.405028
CD1B,0.404891
BRDT,0.404869
PRKAA2,0.404810
MEI4,0.404786
IFT25,0.404753
SDF4,0.404644
GLRB,0.404535
MEGF11,0.404446
SNTG1,0.404214
RCAN2,0.404099
C10orf53,0.404099
PIK3CA,0.404099
B4GALNT3,0.404069
FAM194C,0.403946
RAP2A,0.403908
UBE2W,0.403638
KIFAP3,0.403638
GCA,0.403608
BAIAP2L1,0.403440
SLC35A3,0.403308
IRX4,0.403293
C8orf48,0.403280
KRAS,0.403036
CHN1,0.403029
CD163L1,0.403029
GPR156,0.403029
PLPP1,0.402909
KCNQ3,0.402729
F10,0.402635
KLHDC10,0.402580
LTBP1,0.402487
FGF16,0.402435
ICAM2,0.402417
SHROOM2,0.402401
SMAP1,0.402401
SMOC2,0.402238
ANKRD17,0.402117
SERTAD2,0.401918
RHCE,0.401678
IGFBPL1,0.401635
CRMP1,0.401406
TULP1,0.401340
UIMC1,0.401331
TMEM67,0.401247
STARD10,0.401247
NUTM2F,0.401247
PNOC,0.401223
MEAK7,0.401223
CD163,0.401223
KIRREL1,0.401216
HGF,0.401114
DPP8,0.401044
TEF,0.400996
CEBPG,0.400962
ZNF287,0.400792
IGF1,0.400791
C1orf87,0.400789
TSC22D2,0.400721
PLA2G2C,0.400716
CFAP77,0.400673
IL23A,0.400670
TCHP,0.400623
KIAA0319L,0.400589
DCAF13,0.400510
NRXN1,0.400450
GRAP2,0.400433
RAP2B,0.400324
NR6A1,0.400279
PLXNB2,0.400175
APBA1,0.399974
LRIG1,0.399934
TMSB4X,0.399897
ADCYAP1,0.399845
SON,0.399835
ABCA13,0.399625
FNIP1,0.399625
BBS9,0.399625
PAK1,0.399625
OXCT1,0.399625
ARSB,0.399625
SOX2,0.399612
LRR1,0.399531
SGO1,0.399104
VGLL3,0.399056
AFG2A,0.398940
OR6C2,0.398809
TLR5,0.398723
SPTA1,0.398677
CACNB2,0.398416
RASGRF1,0.398348
RAPGEF4,0.398319
SLITRK5,0.398318
PLAGL2,0.398232
CYFIP1,0.398173
ARHGEF7,0.398162
DOCK9,0.398162
NOCT,0.398124
RNASEH2B,0.398010
CTU2,0.397988
LRRC34,0.397894
WWC2,0.397818
MECR,0.397787
ACTN2,0.397753
CCND2,0.397678
DGKH,0.397477
MYEOV,0.397185
SETD7,0.397159
NSMAF,0.397062
LYN,0.397045
AK4,0.397045
KDM5A,0.397045
SLC26A1,0.396846
POU3F3,0.396552
CACYBP,0.396531
ABCA4,0.396520
SHISA6,0.396344
GADL1,0.396262
EFR3A,0.396262
MTPN,0.396262
CHST9,0.396262
FTMT,0.396262
ZNF521,0.396262
C21orf91,0.396262
SLC7A11,0.396262
RALYL,0.396262
TTC28,0.396261
PLBD1,0.396244
PLD2,0.396000
NME7,0.395866
