gene	gene_id	pu_score	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	rest_coef_beta	rest_se_beta	rest_signed_log10p	stim8hr_coef_beta	stim8hr_se_beta	stim8hr_signed_log10p	stim48hr_coef_beta	stim48hr_se_beta	stim48hr_signed_log10p	polarization_score
PRORP	ENSG00000100890	0.631142	1.084000	0.718990	0	0.582801	0.013785	0.009548	0.827284	0.009946	0.009496	0.530288	0.005992	0.009558	0.275114	-6.730279
PROS1	ENSG00000184500	0.508148	0.521280	1.951900	0	0.103980	-0.029582	0.009550	-2.708797	-0.011446	0.009497	-0.641787	0.010151	0.009556	0.540378	
PROSER1	ENSG00000120685	0.071444	0.662010	0.354050	0	0.000000	0.011538	0.009550	0.643933	0.002586	0.009498	0.104891	-0.019286	0.009555	-1.360885	2.685904
PROSER2	ENSG00000148426	0.011318	1.825200	-3.283100	0	0.000000										
PROSER3	ENSG00000167595	0.023512	0.879700	-0.177420	0	0.000000	-0.001684	0.009554	-0.065460	-0.000194	0.009496	-0.007121	-0.008886	0.009556	-0.452922	
PROX1	ENSG00000117707	0.894235	0.223800	3.539300	0	0.628040										
PROX2	ENSG00000119608	0.015732	1.201900	0.896930	0	0.000000										-11.784540
PROZ	ENSG00000126231	0.454504	1.687500	-0.179130	0	0.038489										-16.466602
PRPF18	ENSG00000165630	0.876268	1.071900	3.095700	0	0.138440										
PRPF19	ENSG00000110107	0.036229	0.098109	5.621000	0	0.000000										
PRPF3	ENSG00000117360	0.849465	0.086922	5.419300	0	0.240931	0.011720	0.009548	0.658223	-0.021476	0.009494	-1.625095	-0.004428	0.009557	-0.191709	
PRPF31	ENSG00000105618	0.026137	0.322150	4.166600	0	0.000000	-0.000125	0.009549	-0.004574	-0.022651	0.009493	-1.768272	0.006397	0.009556	0.298254	
PRPF38A	ENSG00000134748	0.027060	0.389350	3.095500	0	0.000000	0.002812	0.009551	0.114399	0.012727	0.009498	0.744006	0.007404	0.009555	0.358149	
PRPF38B	ENSG00000134186	0.024433	0.397090	2.296200	0	0.000000	-0.006913	0.009549	-0.328689	-0.003445	0.009497	-0.144611	-0.002457	0.009556	-0.098480	6.092395
PRPF39	ENSG00000185246	0.022541	0.453710	3.262100	0	0.000000	-0.009635	0.009551	-0.504318	-0.016046	0.009501	-1.039701	0.001280	0.009556	0.048927	5.922641
PRPF4	ENSG00000136875	0.034665	0.303180	2.933600	0	0.000000										
PRPF40A	ENSG00000196504	0.672593	0.403930	2.331600	0	0.433188	0.003485	0.009549	0.145611	-0.001427	0.009498	-0.055252	-0.006688	0.009559	-0.315000	-17.742165
PRPF40B	ENSG00000110844	0.014574	0.562170	1.453000	0	0.000000	0.006372	0.009549	0.297071	-0.007603	0.009497	-0.373210	-0.002643	0.009555	-0.106752	
PRP4K	ENSG00000112739	0.036809	0.220580	5.252100	0	0.000000										
PRPF6	ENSG00000101161	0.049904	0.459080	7.145200	0	0.000000										
PRPF8	ENSG00000174231	0.032853	0.275590	12.409000	0	0.000000	-0.013096	0.009554	-0.768337	0.004015	0.009504	0.172170	-0.005273	0.009555	-0.235781	
PRPH	ENSG00000135406	0.018789	1.159800	0.959790	0	0.000000										
PRPH2	ENSG00000112619	0.032659	0.814460	0.197960	0	0.000000										
PRPS1L1	ENSG00000229937	0.646122	1.187300	-0.260780	0	0.485272										
PRPSAP1	ENSG00000161542	0.024449	1.062700	1.537700	0	0.000000	0.021583	0.009550	1.622563	-0.004962	0.009497	-0.220910	0.024408	0.009552	1.973630	9.269260
PRPSAP2	ENSG00000141127	0.048855	0.830970	3.431600	0	0.000000	-0.012355	0.009549	-0.708353	-0.013880	0.009497	-0.841977	-0.028961	0.009553	-2.613008	
PRR11	ENSG00000068489	0.435430	0.891460	1.071900	0	0.267229	0.002117	0.009556	0.083700	-0.002002	0.009499	-0.079329	0.003768	0.009555	0.159069	
PRR12	ENSG00000126464	0.294160	0.140900	1.349900	0	0.086278	0.002866	0.009549	0.116849	0.009607	0.009500	0.505920	0.014791	0.009556	0.914812	14.669314
PRR13	ENSG00000205352	0.014665	1.139400	1.205000	0	0.000000										
PRR14	ENSG00000156858	0.495544	0.771090	1.095100	0	0.107660	0.011081	0.009550	0.609223	0.005368	0.009496	0.242658	0.009220	0.009555	0.475475	
PRR14L	ENSG00000183530	0.012153	0.621770	0.667820	0	0.000000	0.002728	0.009549	0.110607	-0.006208	0.009496	-0.289623	0.005992	0.009556	0.275201	
PRR15	ENSG00000176532	0.498298	3.076300	-0.653440	0	0.170698										
PRR15L	ENSG00000167183	0.569636	1.267200	0.064583	0	0.460260										
PRR16	ENSG00000184838	0.674224	0.650650	-0.778000	0	0.686355										
PRR18	ENSG00000176381	0.728197		-1.622800	0	0.069062										
PRR19	ENSG00000188368	0.033845	0.816380	0.177800	0	0.000000										
PRR20B	ENSG00000204918	0.008611			0	0.000000										
PRR22	ENSG00000212123	0.023717	1.453300	-0.897460	0	0.000000	-0.009273	0.009552	-0.479269	-0.002565	0.009496	-0.103993	0.011329	0.009555	0.627534	
PRR23A	ENSG00000206260	0.014070		0.678000	0	0.000000										
PRR23B	ENSG00000184814	0.011068		-0.072402	0	0.000000										
PRR23C	ENSG00000233701	0.014052	32.237000	0.208150	0	0.000000										
PRR23D1	ENSG00000255251	0.008714			0	0.000000										
PRR23D2	ENSG00000255378	0.008517			0	0.000000										
PRR27	ENSG00000187533	0.011374	1.156600	-0.095940	0	0.000000										
PRR29	ENSG00000224383	0.027856	1.158800	0.232910	0	0.000000	0.001304	0.009550	0.049919	0.005422	0.009498	0.245572	0.005602	0.009557	0.253556	
PRR3	ENSG00000204576	0.010283	1.085600	0.531730	0	0.000000	0.010513	0.009549	0.567157	-0.008607	0.009496	-0.438027	-0.005053	0.009555	-0.224082	
PRR30	ENSG00000186143	0.016251		-0.386030	0	0.000000										
PRR33	ENSG00000283787	0.011352	10.339000	-8.069700	0	0.000000										
PRR35	ENSG00000161992	0.014124	1.176300	-0.603060	0	0.000000										
PRR36	ENSG00000183248	0.020682	0.694250	1.139800	0	0.000000										
PRR4	ENSG00000111215	0.011527	1.731400	-0.874800	0	0.000000										
PRR5	ENSG00000186654	0.017405	1.142700	-0.964160	0	0.000000	0.030226	0.009547	2.809870	-0.006989	0.009498	-0.335476	0.008660	0.009558	0.437843	
PRR5-ARHGAP8	ENSG00000248405	0.011717	1.534900	-5.579300	0	0.000000										
PRR5L	ENSG00000135362	0.757385	0.830820	1.809600	0	0.795221	-0.008036	0.009549	-0.397904	-0.005542	0.009496	-0.252218	-0.012168	0.009557	-0.692581	8.872819
PRR7	ENSG00000131188	0.030878	0.779380	0.151090	0	0.000000	0.004213	0.009549	0.181080	0.006086	0.009499	0.282524	-0.012911	0.009555	-0.752883	
PRR9	ENSG00000203783	0.684449	2.982900	-0.332850	0	0.306171										
PRRC1	ENSG00000164244	0.460752	1.250200	-0.450300	0	0.030919	-0.018051	0.009547	-1.231382	0.013032	0.009496	0.769688	-0.008214	0.009555	-0.408935	
PRRC2A	ENSG00000204469	0.013601	0.326330	-1.703100	0	0.000000	0.009130	0.009550	0.469644	-0.001997	0.009496	-0.079128	0.009613	0.009555	0.502545	-5.151965
PRRC2B	ENSG00000288701	0.019360	0.343450	0.939930	0	0.000000										
PRRC2C	ENSG00000117523	0.021556	0.276180	2.796500	0	0.000000	-0.004087	0.009550	-0.174760	0.000299	0.009497	0.011045	0.007468	0.009555	0.362039	-3.146825
PRRG2	ENSG00000126460	0.014222	1.204300	-0.566090	0	0.000000	-0.010452	0.009549	-0.562701	-0.005120	0.009501	-0.229168	0.021490	0.009553	1.610865	
PRRG4	ENSG00000135378	0.023249	0.970750	1.731700	0	0.000000										
PRRT1	ENSG00000204314	0.038830	0.638840	2.619600	0	0.000000										
PRRT2	ENSG00000167371	0.016520	0.636480	-0.511490	0	0.000000										26.997940
PRRT3	ENSG00000163704	0.011888	1.078900	-0.196130	0	0.000000										-13.184364
PRRT4	ENSG00000224940	0.513749	1.319100	0.061299	0	0.239367										
PRRX1	ENSG00000116132	0.675741	0.601030	0.983330	0	0.134293										
PRRX2	ENSG00000167157	0.011076	1.013700	-0.820000	0	0.000000	-0.010921	0.009552	-0.597017	0.004305	0.009496	0.186876	-0.007056	0.009555	-0.336968	
PRSS1	ENSG00000204983	0.012698	1.299000	-1.511500	0	0.000000										
PRSS12	ENSG00000164099	0.490620	0.975230	-0.022587	0	0.081279										
PRSS16	ENSG00000112812	0.017394	0.898240	1.131100	0	0.000000	-0.008913	0.009549	-0.455111	-0.009254	0.009499	-0.481550	-0.009744	0.009555	-0.511661	
PRSS2	ENSG00000275896	0.016826	1.454500	0.160370	0	0.000000										
PRSS21	ENSG00000007038	0.021497	1.676400	-1.141300	0	0.000000	-0.015369	0.009549	-0.968459	-0.014946	0.009495	-0.937392	-0.011763	0.009555	-0.660952	4.413400
PRSS22	ENSG00000005001	0.017178	1.290100	-0.455500	0	0.000000										
PRSS23	ENSG00000150687	0.028048	1.006800	0.598850	0	0.000000	-0.001502	0.009549	-0.057996	0.016036	0.009495	1.039692	-0.013552	0.009555	-0.806566	
PRSS27	ENSG00000172382	0.010866	1.092100	-0.129920	0	0.000000										
PRSS3	ENSG00000010438	0.016457	1.051000	1.690000	0	0.000000										
PRSS33	ENSG00000103355	0.011809	1.610500	-1.150900	0	0.000000										
PRSS35	ENSG00000146250	0.011744	1.615200	-0.900370	0	0.000000										
PRSS36	ENSG00000178226	0.515001	1.136700	-0.290990	0	0.123019										
PRSS37	ENSG00000165076	0.464503	1.245000	0.254890	0	0.034964										
PRSS38	ENSG00000185888	0.012292	1.172400	-0.088455	0	0.000000										
PRSS41	ENSG00000215148	0.012986	1.692900	-0.645340	0	0.000000										
PRSS45P	ENSG00000188086	0.015308	1.295500	0.254510	0	0.000000										
PRSS48	ENSG00000189099	0.014658	1.182100	0.561290	0	0.000000										
PRSS50	ENSG00000283706	0.018046	0.952080	0.553510	0	0.000000										
PRSS53	ENSG00000151006	0.650645	1.080700	0.637380	0	0.374029	-0.008270	0.009549	-0.412868	-0.011288	0.009497	-0.629613	0.011339	0.009556	0.628155	
PRSS54	ENSG00000103023	0.018878	1.221400	0.973990	0	0.000000										
PRSS55	ENSG00000184647	0.642209	2.256600	-4.680500	0	0.596475										
PRSS56	ENSG00000237412	0.012051	1.031400	-0.468350	0	0.000000										
PRSS57	ENSG00000185198	0.487027	1.350200	-0.770940	0	0.136178										
PRSS58	ENSG00000258223	0.011382	1.674900	-0.906090	0	0.000000										
PRSS8	ENSG00000052344	0.024278	0.682240	1.650000	0	0.000000										
PRTFDC1	ENSG00000099256	0.025581	1.441100	0.329840	0	0.000000	-0.020980	0.009547	-1.552718	-0.008393	0.009496	-0.423863	-0.016779	0.009554	-1.101857	
PRTG	ENSG00000166450	0.018914	0.670550	-0.221680	0	0.000000										
PRTN3	ENSG00000196415	0.560290	1.520000	-0.414360	0	0.258813										25.364946
PRUNE1	ENSG00000143363	0.737895	0.821550	1.768100	0	0.152748	-0.014864	0.009548	-0.922445	0.011350	0.009496	0.634518	-0.002954	0.009556	-0.120794	-7.361277
PRUNE2	ENSG00000106772	0.594525	0.740930	1.512500	0	0.057964	-0.011826	0.009551	-0.666176	-0.007272	0.009496	-0.352782	0.017668	0.009557	1.190228	
PRX	ENSG00000105227	0.028549	1.140200	0.858960	0	0.000000	-0.012589	0.009548	-0.727251	-0.002473	0.009497	-0.099868	0.002824	0.009556	0.114864	
PRXL2A	ENSG00000122378	0.809555	1.408600	0.718810	0	0.060908	-0.029924	0.009546	-2.763420	-0.002560	0.009496	-0.103753	-0.012445	0.009556	-0.714830	
PRXL2B	ENSG00000157870	0.776193	1.480900	-0.110590	0	0.584652	-0.007583	0.009549	-0.369450	0.016877	0.009496	1.121786	0.012131	0.009556	0.689733	-21.760568
PRXL2C	ENSG00000158122	0.622682	1.999100	-0.078078	0	0.355718	0.001387	0.009550	0.053300	0.010656	0.009498	0.581814	-0.020619	0.009554	-1.509497	
PSAP	ENSG00000197746	0.051397	0.528860	0.325810	0	0.000000	-0.006471	0.009554	-0.302596	0.017178	0.009498	1.151559	0.009555	0.009558	0.498253	
PSAPL1	ENSG00000178597	0.628953		-2.034900	0	0.180109										
PSAT1	ENSG00000135069	0.749131	1.319200	0.994600	0	0.361088	0.010817	0.009566	0.588044	-0.002357	0.009500	-0.094696	-0.009233	0.009564	-0.475784	
PSCA	ENSG00000167653	0.010472	1.673200	-0.107350	0	0.000000										
PSD	ENSG00000059915	0.051363	0.469450	3.163200	0	0.000000	-0.019870	0.009551	-1.425773	-0.013962	0.009497	-0.849095	0.000240	0.009562	0.008783	-17.397306
PSD2	ENSG00000146005	0.028632	0.713850	0.957840	0	0.000000										
PSD3	ENSG00000156011	0.695129	0.589240	-3.565900	0	0.608247										
PSD4	ENSG00000125637	0.671056	0.651310	0.992370	0	0.465065	-0.003779	0.009549	-0.159690	0.024026	0.009493	1.943265	0.005158	0.009557	0.229572	
PSEN1	ENSG00000080815	0.837074	0.432020	3.287100	1	0.000000	-0.000528	0.009559	-0.019572	0.006314	0.009499	0.295616	-0.001707	0.009557	-0.066374	
PSEN2	ENSG00000143801	0.807618	0.876190	1.142100	0	0.048194	-0.015298	0.009549	-0.961820	-0.004558	0.009496	-0.199796	-0.016132	0.009556	-1.038987	
PSENEN	ENSG00000205155	0.866616	0.593850	0.321420	1	0.000000	-0.002721	0.009550	-0.110302	0.001306	0.009502	0.050259	-0.009042	0.009556	-0.463400	
PSG1	ENSG00000231924	0.011364	1.798100	-5.422500	0	0.000000										
PSG11	ENSG00000243130	0.011771	1.508800	-3.280000	0	0.000000										
PSG2	ENSG00000242221	0.011574	1.718700	-4.180200	0	0.000000										
PSG3	ENSG00000221826	0.011960	1.589700	-4.323600	0	0.000000										
PSG4	ENSG00000243137	0.011517	1.704400	-3.116600	0	0.000000										
PSG5	ENSG00000204941	0.011392	1.769600	-3.003000	0	0.000000										
PSG6	ENSG00000170848	0.011888	1.486700	-4.624900	0	0.000000										
PSG7	ENSG00000221878	0.011797	1.557000	-5.440400	0	0.000000										
PSG8	ENSG00000124467	0.011572	1.673600	-4.951500	0	0.000000										
PSG9	ENSG00000183668	0.011942	1.484800	-2.257600	0	0.000000										
PSIP1	ENSG00000164985	0.420245	0.373030	0.228460	0	0.132006	0.012031	0.009549	0.682466	0.008734	0.009496	0.446452	-0.005461	0.009556	-0.245881	-17.612645
PSKH1	ENSG00000159792	0.045762	0.729020	2.870800	0	0.000000	-0.004886	0.009550	-0.215411	-0.004432	0.009498	-0.193322	0.014216	0.009555	0.863768	
PSKH2	ENSG00000147613	0.014367	1.078500	-0.444990	0	0.000000										
PSMA1	ENSG00000129084	0.022477	0.202130	2.324400	0	0.000000	-0.011549	0.009548	-0.645033	-0.008671	0.009496	-0.442285	-0.011383	0.009555	-0.631574	
PSMA2	ENSG00000106588	0.044968	0.175420	3.903300	0	0.000000	-0.005986	0.009549	-0.275083	-0.014856	0.009498	-0.928729	-0.022700	0.009556	-1.755754	
PSMA3	ENSG00000100567	0.072064	0.361100	2.217600	0	0.000000	0.001819	0.009553	0.071077	0.006531	0.009499	0.308258	-0.016072	0.009555	-1.033336	
PSMA4	ENSG00000041357	0.106656	0.388320	3.323600	0	0.000000	0.005876	0.009552	0.268878	-0.001497	0.009497	-0.058118	-0.018055	0.009554	-1.230573	
PSMA5	ENSG00000143106	0.036177	0.224670	4.188800	0	0.000000	0.006225	0.009556	0.288382	-0.005507	0.009498	-0.250234	-0.004628	0.009555	-0.201924	
PSMA6	ENSG00000100902	0.907602		3.099400	0	0.570342										
PSMA7	ENSG00000101182	0.892328	0.335500	2.604900	0	0.047819	0.001535	0.009556	0.059290	-0.001968	0.009496	-0.077891	-0.014282	0.009555	-0.869698	
PSMA8	ENSG00000154611	0.776928	0.823940	0.066447	0	0.076081	0.002608	0.009549	0.105268	-0.000157	0.009497	-0.005775	-0.019139	0.009554	-1.345164	
PSMB1	ENSG00000008018	0.051732	0.518260	0.447700	0	0.000000	0.000093	0.009549	0.003396	-0.004972	0.009497	-0.221392	-0.021164	0.009553	-1.572643	
PSMB10	ENSG00000205220	0.885526	1.328900	0.936370	1	0.000000	-0.002355	0.009550	-0.094085	0.017526	0.009496	1.187237	0.018631	0.009554	1.290759	
PSMB11	ENSG00000222028	0.011047		-0.058998	0	0.000000										
PSMB2	ENSG00000126067	0.020653	0.804260	1.510500	0	0.000000	-0.007134	0.009550	-0.341929	-0.013487	0.009495	-0.808161	0.000939	0.009555	0.035398	
PSMB3	ENSG00000277791	0.042233	0.451540	2.197600	0	0.000000	0.007957	0.009548	0.392876	-0.004713	0.009496	-0.207832	-0.011182	0.009554	-0.616376	
PSMB4	ENSG00000159377	0.765566	0.690970	0.427200	1	0.000000										
PSMB5	ENSG00000100804	0.019126	0.275790	1.720600	0	0.000000	0.000914	0.009550	0.034455	-0.018447	0.009495	-1.283478	-0.003265	0.009555	-0.135127	-32.933936
PSMB6	ENSG00000142507	0.751471	0.646240	1.225800	0	0.210333	-0.000105	0.009549	-0.003824	0.000971	0.009497	0.036882	-0.006218	0.009555	-0.288039	
PSMB7	ENSG00000136930	0.843528	0.374580	1.633100	0	0.298128	0.010155	0.009551	0.541040	-0.002189	0.009497	-0.087397	-0.002821	0.009555	-0.114738	
PSMB8	ENSG00000204264	0.878070	0.899400	0.522350	1	0.000000	0.016515	0.009554	1.076243	0.005256	0.009497	0.236630	0.006480	0.009559	0.302920	17.124622
PSMB9	ENSG00000240065	0.851538	0.903100	0.979150	1	0.000000	0.004196	0.009555	0.180098	0.016031	0.009496	1.038962	0.005339	0.009556	0.239302	18.718419
PSMC1	ENSG00000100764	0.838026	0.211310	6.536200	0	0.062603	-0.004886	0.009549	-0.215467	-0.003218	0.009496	-0.133903	0.007443	0.009556	0.360439	
PSMC2	ENSG00000161057	0.058983	0.246870	5.540500	0	0.000000	-0.002585	0.009549	-0.104216	-0.002029	0.009496	-0.080505	-0.019271	0.009553	-1.359546	
PSMC3	ENSG00000165916	0.046170	0.350350	5.894200	0	0.000000										
PSMC3IP	ENSG00000131470	0.475835	1.032400	0.344410	0	0.095051	0.013012	0.009550	0.761843	0.006255	0.009496	0.292322	-0.009898	0.009555	-0.522482	
PSMC4	ENSG00000013275	0.048662	0.427420	5.316600	0	0.000000										
PSMC5	ENSG00000087191	0.047752	0.371070	5.454200	0	0.000000	-0.000323	0.009552	-0.011879	0.013990	0.009495	0.851781	0.000392	0.009556	0.014455	-3.017799
PSMC6	ENSG00000100519	0.046890	0.138760	5.237200	0	0.000000	-0.000429	0.009550	-0.015864	-0.003825	0.009496	-0.163004	-0.004667	0.009555	-0.203937	
PSMD1	ENSG00000173692	0.049494	0.224220	5.720300	0	0.000000	0.003825	0.009551	0.161890	0.005976	0.009496	0.276411	-0.003413	0.009555	-0.142092	
PSMD11	ENSG00000108671	0.028250	0.168700	3.821100	0	0.000000	-0.005990	0.009548	-0.275348	0.000231	0.009496	0.008513	-0.012396	0.009554	-0.711089	
PSMD12	ENSG00000197170	0.852482	0.229360	2.294000	1	0.000000	0.003105	0.009549	0.127795	0.002892	0.009497	0.118745	-0.014176	0.009555	-0.860349	
PSMD13	ENSG00000185627	0.013732	0.251430	1.220300	0	0.000000										
PSMD14	ENSG00000115233	0.916398	0.319070	5.206300	0	0.280098	-0.006286	0.009551	-0.292035	-0.006657	0.009496	-0.315785	-0.021369	0.009556	-1.595770	
PSMD2	ENSG00000175166	0.032956	0.142150	4.575900	0	0.000000	-0.002562	0.009550	-0.103198	-0.001988	0.009499	-0.078721	-0.005894	0.009555	-0.269774	
PSMD3	ENSG00000108344	0.811728	0.167510	3.026700	0	0.229401	-0.006436	0.009549	-0.300741	-0.004890	0.009496	-0.217115	-0.016373	0.009554	-1.062364	
PSMD4	ENSG00000159352	0.030137	0.264680	4.141400	0	0.000000	0.009107	0.009548	0.468235	0.007673	0.009496	0.377689	-0.005506	0.009556	-0.248343	17.172481
PSMD5	ENSG00000095261	0.549208	0.998980	0.522810	0	0.544349	0.001841	0.009549	0.072068	-0.003066	0.009496	-0.126773	0.003864	0.009555	0.163717	
PSMD6	ENSG00000163636	0.627785	0.292780	1.214800	0	0.041042										
PSMD7	ENSG00000103035	0.857311	0.567430	2.056000	0	0.488053	-0.005537	0.009549	-0.250265	0.003577	0.009497	0.150932	-0.028802	0.009551	-2.589758	
PSMD8	ENSG00000099341	0.012206	1.016100	0.057219	0	0.000000	0.004041	0.009550	0.172494	-0.005590	0.009498	-0.254810	-0.002614	0.009555	-0.105447	
PSMD9	ENSG00000110801	0.018892	1.391300	-0.092083	0	0.000000	-0.003362	0.009549	-0.139782	0.005561	0.009496	0.253264	-0.005869	0.009559	-0.268259	
PSME1	ENSG00000092010	0.038572	0.600940	1.379800	0	0.000000	0.005658	0.009551	0.256784	0.016934	0.009495	1.127564	0.019345	0.009554	1.367373	
PSME2	ENSG00000100911	0.035974	0.748410	1.524200	0	0.000000	0.018139	0.009552	1.239726	0.013268	0.009498	0.789225	0.008665	0.009555	0.438312	
PSME3	ENSG00000131467	0.020043	0.343360	2.810000	0	0.000000	0.002788	0.009549	0.113310	0.000135	0.009496	0.004966	-0.004500	0.009555	-0.195405	
PSME3IP1	ENSG00000172775	0.053011	0.606310	1.581800	0	0.000000	-0.003873	0.009551	-0.164228	-0.002042	0.009496	-0.081062	-0.013511	0.009555	-0.802986	
PSME4	ENSG00000068878	0.020244	0.418080	1.649200	0	0.000000	-0.001278	0.009550	-0.048872	0.004831	0.009496	0.213986	0.008692	0.009555	0.440080	
PSMF1	ENSG00000125818	0.009755	1.389100	0.305330	0	0.000000	-0.000066	0.009549	-0.002405	0.002014	0.009496	0.079852	-0.006847	0.009556	-0.324526	28.273618
PSMG1	ENSG00000183527	0.640799	0.875660	0.095665	0	0.240418	0.005403	0.009553	0.242873	-0.005646	0.009499	-0.257854	-0.012314	0.009558	-0.704052	
PSMG2	ENSG00000128789	0.915476	0.960810	0.075329	1	0.231642	-0.007329	0.009551	-0.353697	-0.003930	0.009496	-0.168109	-0.009020	0.009555	-0.461978	11.815669
PSMG3	ENSG00000157778	0.608284	1.161700	0.218070	0	0.052603	0.006433	0.009549	0.300541	-0.004104	0.009496	-0.176771	-0.015606	0.009554	-0.989724	
PSMG4	ENSG00000180822	0.421268	1.541700	-1.248500	0	0.035796										
PSORS1C1	ENSG00000204540	0.017432	1.399400	1.024400	0	0.000000										
PSORS1C2	ENSG00000204538	0.014737	1.697700	-0.409380	0	0.000000										
PSPC1	ENSG00000121390	0.037917	0.424260	4.753700	0	0.000000	0.005920	0.009549	0.271418	-0.022689	0.009494	-1.772673	-0.004699	0.009556	-0.205585	
PSPH	ENSG00000146733	0.017185	1.039400	1.307900	0	0.000000	0.001683	0.009548	0.065450	-0.019590	0.009496	-1.407418	-0.019272	0.009554	-1.359422	
PSPN	ENSG00000125650	0.010438	2.071100	-0.046006	0	0.000000										
PSRC1	ENSG00000134222	0.012569	1.275400	-0.161070	0	0.000000	0.010994	0.009557	0.602020	-0.005055	0.009499	-0.225737	0.008687	0.009555	0.439718	
PSTK	ENSG00000179988	0.014972	0.935820	-0.178300	0	0.000000										
PSTPIP1	ENSG00000140368	0.944384	1.164300	-0.824200	1	0.606526	-0.004095	0.009550	-0.175174	0.006864	0.009496	0.328074	-0.016853	0.009554	-1.109224	
PSTPIP2	ENSG00000152229	0.020745	0.697410	1.890400	0	0.000000	-0.004838	0.009549	-0.212958	-0.007887	0.009496	-0.391196	-0.009695	0.009557	-0.508081	
PTAFR	ENSG00000169403	0.035305	0.982380	2.292700	0	0.000000	-0.007626	0.009550	-0.372055	-0.013334	0.009496	-0.795002	0.005983	0.009557	0.274686	
PTAR1	ENSG00000188647	0.590712	0.560410	1.666500	0	0.043856	0.004772	0.009550	0.209514	0.008431	0.009496	0.426392	0.025058	0.009553	2.058985	
PTBP1	ENSG00000011304	0.030886	0.241370	1.247800	0	0.000000	0.008909	0.009556	0.454442	-0.007222	0.009503	-0.349384	-0.010214	0.009555	-0.545033	-8.256277
PTBP2	ENSG00000117569	0.798451	0.336770	3.998100	0	0.346945	0.002570	0.009550	0.103552	0.005464	0.009500	0.247810	-0.001846	0.009555	-0.072192	
PTBP3	ENSG00000119314	0.059485	0.495380	2.166400	0	0.000000	-0.008879	0.009550	-0.452787	0.004783	0.009496	0.211493	0.018789	0.009556	1.307057	
