symbol	gene_group	gene_group_id
OSBPL5	Oxysterol binding proteins|Pleckstrin homology domain containing	670|682
OSBPL6	Oxysterol binding proteins	670
OSBPL7	Oxysterol binding proteins|Pleckstrin homology domain containing	670|682
OSBPL8	Oxysterol binding proteins|Pleckstrin homology domain containing	670|682
OSBPL9	Oxysterol binding proteins|Pleckstrin homology domain containing	670|682
OSBPL9P1		
OSBPL9P2		
OSBPL9P3		
OSBPL9P4		
OSBPL9P5		
OSBPL9P6		
OSBPL10	Oxysterol binding proteins|Pleckstrin homology domain containing	670|682
OSBPL10-AS1	Antisense RNAs	1987
OSBPL11	Oxysterol binding proteins|Pleckstrin homology domain containing	670|682
OSCAR	Immunoglobulin like domain containing	594
OSCP1	Small nucleolar RNA protein coding host genes	1835
OSER1		
OSER1-DT	Divergent transcripts	1990
OSGEP	KEOPS complex	1313
OSGEPL1		
OSGEPL1-AS1	Antisense RNAs	1987
OSGIN1	Oxygenases|Oxidative stress induced growth inhibitor family	3876|3881
OSGIN2	Oxidative stress induced growth inhibitor family	3881
OSM	Interleukin 6 type cytokine family	1264
OSMR	Fibronectin type III domain containing	555
OSMR-DT	Divergent transcripts	1990
OSR1	Zinc fingers C2H2-type	28
OSR2	Zinc fingers C2H2-type	28
OST4	Oligosaccharyltransferase complex subunits	445
OSTC	Oligosaccharyltransferase complex subunits	445
OSTCP1		
OSTCP2		
OSTCP3		
OSTCP4		
OSTCP5		
OSTCP6		
OSTCP7		
OSTCP8		
OSTF1	Ankyrin repeat domain containing	403
OSTF1P1		
OSTM1		
OSTM1-AS1	Antisense RNAs	1987
OSTN		
OSTN-AS1	Antisense RNAs	1987
OTC		
OTOA		
OTOAP1		
OTOF	Ferlin family	828
OTOG		
OTOGL		
OTOL1	C1q and TNF related	1372
OTOP1	Otopetrins	2333
OTOP1P1		
OTOP1P2		
OTOP1P3		
OTOP1P4		
OTOP1P5		
OTOP2	Otopetrins	2333
OTOP3	Otopetrins	2333
OTOR	MIA family	1300
OTOS		
OTP	PRD class homeoboxes and pseudogenes	521
OTP-AS1	Antisense RNAs	1987
OTUB1	OTU domain containing	669
OTUB2	OTU domain containing	669
OTUD1	OTU domain containing	669
OTUD3	OTU domain containing	669
OTUD4	OTU domain containing	669
OTUD4P1		
OTUD5	OTU domain containing	669
OTUD6A	OTU domain containing	669
OTUD6B	OTU domain containing	669
OTUD6B-AS1	Antisense RNAs	1987
OTUD7A	OTU domain containing|Zinc fingers A20-type	669|2285
OTUD7B	OTU domain containing|Zinc fingers A20-type	669|2285
OTULIN	OTU domain containing	669
OTULIN-DT	Divergent transcripts	1990
OTULINL	OTU domain containing	669
OTX1	PRD class homeoboxes and pseudogenes	521
OTX2	PRD class homeoboxes and pseudogenes	521
OTX2-AS1	Antisense RNAs	1987
OTX2P1	PRD class homeoboxes and pseudogenes	521
OTX2P2		
OVAAL	Long non-coding RNAs with non-systematic symbols	1992
OVCA2		
OVCH1	Serine proteases	738
OVCH1-AS1	Antisense RNAs	1987
OVCH2	Serine proteases	738
OVGP1	Mucins|Chitinases	648|816
OVOL1	Zinc fingers C2H2-type|SNAG transcriptional repressors	28|1259
OVOL1-AS1	Antisense RNAs	1987
OVOL2	Zinc fingers C2H2-type	28
OVOL3	Zinc fingers C2H2-type	28
OVOS1BP		
OVOS1P		
OVOS2P		
OXA1L	Mitochondrial respiratory chain complex assembly factors	645
OXA1L-DT	Divergent transcripts	1990
OXCT1		
OXCT1-AS1	Antisense RNAs	1987
OXCT1-AS2	Antisense RNAs	1987
OXCT2		
OXCT2P1		
OXER1	Leukotriene receptors	204
OXGR1	Oxoglutarate receptor	935
OXLD1		
OXNAD1		
OXR1	TLDc domain containing	2055
OXR1-AS1	Antisense RNAs	1987
OXSM		
OXSR1	OXSR1/STK39 kinase family	3683
OXT	Arginine vasopressin/oxytocin peptide family	3637
OXTR	Arginine vasopressin and oxytocin receptors	259
P2RX1	Purinergic receptors P2X	214
P2RX2	Purinergic receptors P2X	214
P2RX3	Purinergic receptors P2X	214
P2RX4	Purinergic receptors P2X	214
P2RX5	Purinergic receptors P2X|Minor histocompatibility antigens	214|870
P2RX5-TAX1BP3		
P2RX6	Purinergic receptors P2X	214
P2RX6P		
P2RX7	Purinergic receptors P2X	214
P2RY1	P2Y receptors	213
P2RY2	P2Y receptors	213
P2RY4	P2Y receptors	213
P2RY6	P2Y receptors	213
P2RY8	G protein-coupled receptors, Class A orphans|Pseudoautosomal region 1	262|715
P2RY10	G protein-coupled receptors, Class A orphans	262
P2RY10BP	Unitary pseudogenes	3418
P2RY11	P2Y receptors	213
P2RY12	P2Y receptors	213
P2RY13	P2Y receptors	213
P2RY14	P2Y receptors	213
P3H1	Iron (II) and 2-oxoglutarate dependent oxygenases|Prolyl 3-hydroxylase family	1368|1925
P3H2	Iron (II) and 2-oxoglutarate dependent oxygenases|Prolyl 3-hydroxylase family	1368|1925
P3H2-AS1	Antisense RNAs	1987
P3H3	Iron (II) and 2-oxoglutarate dependent oxygenases|Prolyl 3-hydroxylase family	1368|1925
P3H4	Prolyl 3-hydroxylase family	1925
P3R3URF		
P3R3URF-PIK3R3		
P4HA1	Iron (II) and 2-oxoglutarate dependent oxygenases|Prolyl 4-hydroxylase subunits	1368|3882
P4HA2	Iron (II) and 2-oxoglutarate dependent oxygenases|MicroRNA protein coding host genes|Prolyl 4-hydroxylase subunits	1368|1691|3882
P4HA2-AS1	Antisense RNAs	1987
P4HA3	Iron (II) and 2-oxoglutarate dependent oxygenases|Prolyl 4-hydroxylase subunits	1368|3882
P4HA3-AS1	Antisense RNAs	1987
P4HB	Protein disulfide isomerases|Prolyl 4-hydroxylase subunits	692|3882
P4HB-AS1	Antisense RNAs	1987
P4HTM	Iron (II) and 2-oxoglutarate dependent oxygenases	1368
PA2G4	M24 metallopeptidase family	1442
PA2G4P1		
PA2G4P2		
PA2G4P3		
PA2G4P4		
PA2G4P5		
PA2G4P6		
PAAF1	WD repeat domain containing	362
PABIR1		
PABIR2		
PABIR3		
PABPC1	RNA binding motif containing|MicroRNA protein coding host genes	725|1691
PABPC1L	RNA binding motif containing	725
PABPC1L2A	RNA binding motif containing|Proteins encoded by multiple genes	725|2293
PABPC1L2B	RNA binding motif containing|Proteins encoded by multiple genes	725|2293
PABPC1L2B-AS1	Antisense RNAs	1987
PABPC1P1		
PABPC1P2		
PABPC1P3		
PABPC1P4		
PABPC1P5		
PABPC1P6		
PABPC1P7		
PABPC1P8		
PABPC1P9		
PABPC1P10		
PABPC1P11		
PABPC1P12		
PABPC1P13		
PABPC3	RNA binding motif containing	725
PABPC4	RNA binding motif containing|Small nucleolar RNA protein coding host genes	725|1835
PABPC4-AS1	Antisense RNAs	1987
PABPC4L	RNA binding motif containing	725
PABPC5	RNA binding motif containing	725
PABPC5-AS1	Antisense RNAs	1987
PABPN1	RNA binding motif containing	725
PABPN1L	RNA binding motif containing	725
PABPN1P1		
PABPN1P2		
PABX		
PABY		
PACC1		
PACERR	Long non-coding RNAs with non-systematic symbols	1992
PACRG	Armadillo like helical domain containing	1492
PACRG-AS1	Antisense RNAs	1987
PACRG-AS2	Antisense RNAs	1987
PACRG-AS3	Antisense RNAs	1987
PACRGL	Armadillo like helical domain containing	1492
PACS1	Phosphofurin acidic cluster sorting protein family	3888
PACS2	Phosphofurin acidic cluster sorting protein family	3888
PACSIN1	F-BAR domain containing	1288
PACSIN2	F-BAR domain containing	1288
PACSIN3	F-BAR domain containing|MicroRNA protein coding host genes	1288|1691
PADI1	Peptidyl arginine deiminases	677
PADI2	Peptidyl arginine deiminases	677
PADI3	Peptidyl arginine deiminases|MicroRNA protein coding host genes	677|1691
PADI4	Peptidyl arginine deiminases	677
PADI6	Peptidyl arginine deiminases	677
PAEP	Lipocalins	631
PAEPP1		
PAF1	Paf1/RNA polymerase II complex 	1029
PAFAH1B1	WD repeat domain containing	362
PAFAH1B1P1		
PAFAH1B1P2		
PAFAH1B2		
PAFAH1B2P1		
PAFAH1B2P2		
PAFAH1B3		
PAFAH2		
PAG1		
PAGE1	PAGE family	1846
PAGE2	PAGE family	1846
PAGE2B	PAGE family	1846
PAGE3	PAGE family	1846
PAGE4	PAGE family	1846
PAGE4P1		
PAGE5	PAGE family	1846
PAGR1		
PAH	Aromatic amino acid hydroxylase family	3458
PAICS	Purinosome|Decarboxylases	1569|3807
PAICSP1		
PAICSP2		
PAICSP3		
PAICSP4		
PAICSP5		
PAICSP6		
PAICSP7		
PAIP1	MIF4G domain containing proteins	2128
PAIP1P1		
PAIP1P2		
PAIP2		
PAIP2B		
PAK1	p21 (RAC1) activated kinase family	3689
PAK1IP1	WD repeat domain containing	362
PAK2	p21 (RAC1) activated kinase family	3689
PAK3	p21 (RAC1) activated kinase family	3689
PAK4	p21 (RAC1) activated kinase family	3689
PAK4-AS1	Antisense RNAs	1987
PAK5	p21 (RAC1) activated kinase family	3689
PAK6	p21 (RAC1) activated kinase family	3689
PAK6-AS1	Antisense RNAs	1987
PALB2	WD repeat domain containing|FA complementation groups	362|548
PALB2-AS1	Antisense RNAs	1987
PALD1		
PALLD	I-set domain containing	593
PALLD-AS1	Antisense RNAs	1987
PALM	Paralemmins	1792
PALM2	Paralemmins	1792
PALM2AKAP2		
PALM2AKAP2-AS1	Antisense RNAs	1987
PALM3	Paralemmins	1792
PALMD	Paralemmins	1792
PALS1	Membrane associated guanylate kinases|PDZ domain containing|Crumbs complex components	904|1220|1223
PALS2	Membrane associated guanylate kinases|PDZ domain containing	904|1220
PAM	Oxygenases|Carbon-nitrogen lyases	3876|3927
PAM-AS1	Antisense RNAs	1987
PAM16	TIM23 complex	1552
PAMR1	Sushi domain containing	1179
PAN2	WD repeat domain containing|Ubiquitin specific peptidases|Exonucleases	362|366|544
PAN3	Zinc fingers CCCH-type	73
PAN3-AS1	Antisense RNAs	1987
PANCR	Long non-coding RNAs with non-systematic symbols	1992
PANDAR	Long non-coding RNAs with non-systematic symbols	1992
PANK1	MicroRNA protein coding host genes|Pantothenate kinase family	1691|1956
PANK1-AS1	Antisense RNAs	1987
PANK2	MicroRNA protein coding host genes|Pantothenate kinase family	1691|1956
PANK2-AS1	Antisense RNAs	1987
PANK3	MicroRNA protein coding host genes|Pantothenate kinase family	1691|1956
PANK3P1		
PANK4	Pantothenate kinase family	1956
PANO1		
PANTR1	Long non-coding RNAs with non-systematic symbols	1992
PANX1	Pannexins	288
PANX2	Pannexins	288
PANX3	Pannexins	288
PAOX	Flavoproteins	2258
PAPLN	I-set domain containing|ADAMTS like	593|947
PAPLN-AS1	Antisense RNAs	1987
PAPLN-AS2	Antisense RNAs	1987
PAPOLA		
PAPOLA-DT	Divergent transcripts	1990
PAPOLB		
PAPOLG		
PAPPA	Pappalysins|Sushi domain containing	897|1179
PAPPA-AS1	Antisense RNAs	1987
PAPPA-AS2	Antisense RNAs	1987
PAPPA2	Pappalysins|Sushi domain containing	897|1179
PAPSS1		
PAPSS1-AS1	Antisense RNAs	1987
PAPSS2		
PAQR3	Progestin and adipoQ receptor family	930
PAQR4	Progestin and adipoQ receptor family	930
PAQR5	Progestin and adipoQ receptor family	930
PAQR5-DT	Divergent transcripts	1990
PAQR6	Progestin and adipoQ receptor family	930
PAQR7	Progestin and adipoQ receptor family	930
PAQR8	Progestin and adipoQ receptor family	930
PAQR9	Progestin and adipoQ receptor family	930
PAQR9-AS1	Antisense RNAs	1987
PARAIL	Long non-coding RNAs with non-systematic symbols	1992
PARAL1	Long non-coding RNAs with non-systematic symbols	1992
PARD3	Protein phosphatase 1 regulatory subunits|PDZ domain containing|Par-3 family cell polarity regulators	694|1220|3570
PARD3-DT	Divergent transcripts	1990
PARD3B	PDZ domain containing|Par-3 family cell polarity regulators	1220|3570
PARD6A	PDZ domain containing|Centriolar satellite proteins	1220|3838
PARD6B	PDZ domain containing	1220
PARD6BP1		
PARD6G	PDZ domain containing	1220
PARD6G-AS1	Antisense RNAs	1987
PARG		
PARGP1		
PARK7	Glutamine amidotransferase class 1 domain containing	1408
PARK7P1		
PARK7P2		
PARL	Rhomboid family	926
PARLP1		
PARLP2		
PARM1		
PARM1-AS1	Antisense RNAs	1987
PARN	Ribosome biogenesis factors|PARN exonuclease family	1729|2052
PARP1	Zinc fingers PARP-type|Poly(ADP-ribose) polymerases	94|684
PARP1P1		
PARP1P2		
PARP2	Poly(ADP-ribose) polymerases	684
PARP3	Poly(ADP-ribose) polymerases	684
PARP4	Poly(ADP-ribose) polymerases	684
PARP4P1		
PARP4P2		
PARP4P3		
PARP6	Poly(ADP-ribose) polymerases	684
PARP8	Poly(ADP-ribose) polymerases	684
PARP8-AS1	Antisense RNAs	1987
PARP9	Poly(ADP-ribose) polymerases|Macro domain containing	684|1693
PARP10	Poly(ADP-ribose) polymerases	684
PARP11	Poly(ADP-ribose) polymerases	684
PARP11-AS1	Antisense RNAs	1987
PARP12	Zinc fingers CCCH-type|Poly(ADP-ribose) polymerases	73|684
PARP14	Poly(ADP-ribose) polymerases|Macro domain containing	684|1693
PARP15	Poly(ADP-ribose) polymerases|Macro domain containing	684|1693
PARP16	Poly(ADP-ribose) polymerases|Small nucleolar RNA protein coding host genes	684|1835
PARPBP		
PARS2	Aminoacyl tRNA synthetases, Class II	132
PART1	Long non-coding RNAs with non-systematic symbols	1992
PARTICL	Long non-coding RNAs with non-systematic symbols	1992
PARVA	Parvins	673
PARVB	Parvins	673
PARVG	Parvins	673
PASD1	PAS domain containing	2127
PASK	PAS domain containing|PASK family kinases	2127|3548
PATE1	PATE family|LY6/PLAUR domain containing	674|1226
PATE2	PATE family|LY6/PLAUR domain containing	674|1226
PATE3	PATE family|LY6/PLAUR domain containing	674|1226
PATE4	PATE family|LY6/PLAUR domain containing	674|1226
PATJ	PDZ domain containing|Crumbs complex components|MicroRNA protein coding host genes	1220|1223|1691
PATJ-DT	Divergent transcripts	1990
PATL1		
PATL1-DT	Divergent transcripts	1990
PATL2	Armadillo like helical domain containing	1492
PATZ1	Zinc fingers C2H2-type|BTB domain containing	28|861
PAUPAR	Long non-coding RNAs with non-systematic symbols	1992
PAWR		
PAWRP1		
PAWRP2		
PAX1	Paired boxes	675
PAX2	PRD class homeoboxes and pseudogenes|Paired boxes	521|675
PAX3	PRD class homeoboxes and pseudogenes|Paired boxes	521|675
PAX4	PRD class homeoboxes and pseudogenes|Paired boxes	521|675
PAX5	PRD class homeoboxes and pseudogenes|Paired boxes|MicroRNA protein coding host genes	521|675|1691
PAX6	PRD class homeoboxes and pseudogenes|Paired boxes	521|675
PAX6-AS1	Antisense RNAs	1987
PAX7	PRD class homeoboxes and pseudogenes|Paired boxes	521|675
PAX8	PRD class homeoboxes and pseudogenes|Paired boxes	521|675
PAX8-AS1	Antisense RNAs	1987
PAX9	Paired boxes	675
PAXBP1		
PAXBP1-AS1	Antisense RNAs	1987
PAXBP1P1		
PAXIP1		
PAXIP1-AS2	Antisense RNAs	1987
PAXIP1-DT	Divergent transcripts	1990
PAXX		
PBDC1		
PBK	PDZ binding kinase family	3937
PBLD		
PBOV1		
PBRM1	Bromodomain containing|PBAF complex subunits	1232|1605
PBX1	TALE class homeoboxes and pseudogenes	526
PBX1-AS1	Antisense RNAs	1987
PBX2	TALE class homeoboxes and pseudogenes	526
PBX2P1	TALE class homeoboxes and pseudogenes	526
PBX3	TALE class homeoboxes and pseudogenes	526
PBX3-DT	Divergent transcripts	1990
PBX4	TALE class homeoboxes and pseudogenes	526
PBX4-AS1	Antisense RNAs	1987
PBXIP1		
PC	MicroRNA protein coding host genes|Pyruvate carboxylase family|ATP-grasp fold containing	1691|3444|3752
PCA3	Long non-coding RNAs with non-systematic symbols	1992
PCARE		
PCAT1	Long non-coding RNAs with non-systematic symbols	1992
PCAT2	Long non-coding RNAs with non-systematic symbols	1992
PCAT4	Long non-coding RNAs with non-systematic symbols	1992
PCAT5	Long non-coding RNAs with non-systematic symbols	1992
PCAT6	Long non-coding RNAs with non-systematic symbols	1992
PCAT7	Long non-coding RNAs with non-systematic symbols	1992
PCAT14	Long non-coding RNAs with non-systematic symbols	1992
PCAT18	Long non-coding RNAs with non-systematic symbols	1992
PCAT19	Long non-coding RNAs with non-systematic symbols	1992
PCAT29	Long non-coding RNAs with non-systematic symbols	1992
PCBD1	Pterin-4 alpha-carbinolamine dehydratases	3944
PCBD2	MicroRNA protein coding host genes|Pterin-4 alpha-carbinolamine dehydratases	1691|3944
PCBP1	Heterogeneous nuclear ribonucleoproteins	1950
PCBP1-AS1	Antisense RNAs	1987
PCBP2	Heterogeneous nuclear ribonucleoproteins	1950
PCBP2-OT1	Overlapping transcripts	1988
PCBP2P1		
PCBP2P2		
PCBP2P3		
PCBP2P4		
PCBP3		
PCBP3-AS1	Antisense RNAs	1987
PCBP4		
PCCA	Propionyl-CoA carboxylase subunits|ATP-grasp fold containing	3436|3752
PCCA-AS1	Antisense RNAs	1987
PCCA-DT	Divergent transcripts	1990
PCCB	Propionyl-CoA carboxylase subunits	3436
PCDH1	Non-clustered protocadherins	21
PCDH7	Non-clustered protocadherins|Protein phosphatase 1 regulatory subunits	21|694
PCDH7-AS1	Antisense RNAs	1987
PCDH8	Non-clustered protocadherins	21
PCDH8P1		
PCDH9	Non-clustered protocadherins	21
PCDH9-AS1	Antisense RNAs	1987
PCDH9-AS2	Antisense RNAs	1987
PCDH9-AS3	Antisense RNAs	1987
PCDH9-AS4	Antisense RNAs	1987
PCDH10	Non-clustered protocadherins	21
PCDH10-DT	Divergent transcripts	1990
PCDH11X	Non-clustered protocadherins|Protein phosphatase 1 regulatory subunits	21|694
PCDH11Y	Non-clustered protocadherins	21
PCDH12	Non-clustered protocadherins	21
PCDH15	Cadherin related|MicroRNA protein coding host genes	24|1691
PCDH17	Non-clustered protocadherins	21
PCDH18	Non-clustered protocadherins	21
PCDH19	Non-clustered protocadherins	21
PCDH20	Non-clustered protocadherins	21
PCDHA-AS1	Antisense RNAs	1987
PCDHA-AS2	Antisense RNAs	1987
PCDHA1	Clustered protocadherins	20
PCDHA2	Clustered protocadherins	20
PCDHA3	Clustered protocadherins	20
PCDHA4	Clustered protocadherins	20
PCDHA5	Clustered protocadherins	20
PCDHA6	Clustered protocadherins	20
PCDHA7	Clustered protocadherins	20
PCDHA8	Clustered protocadherins	20
PCDHA9	Clustered protocadherins	20
PCDHA10	Clustered protocadherins	20
PCDHA11	Clustered protocadherins	20
PCDHA12	Clustered protocadherins	20
PCDHA13	Clustered protocadherins	20
PCDHA14	Clustered protocadherins	20
PCDHA@	Clustered protocadherins	20
PCDHAC1	Clustered protocadherins	20
PCDHAC2	Clustered protocadherins	20
PCDHACT	Clustered protocadherins	20
PCDHB-AS1	Antisense RNAs	1987
PCDHB1	Clustered protocadherins	20
PCDHB1-AS1	Antisense RNAs	1987
PCDHB2	Clustered protocadherins	20
PCDHB3	Clustered protocadherins	20
PCDHB4	Clustered protocadherins	20
PCDHB5	Clustered protocadherins	20
PCDHB6	Clustered protocadherins	20
PCDHB7	Clustered protocadherins	20
PCDHB8	Clustered protocadherins	20
PCDHB9	Clustered protocadherins	20
PCDHB10	Clustered protocadherins	20
PCDHB11	Clustered protocadherins	20
PCDHB12	Clustered protocadherins	20
PCDHB13	Clustered protocadherins	20
PCDHB14	Clustered protocadherins	20
PCDHB15	Clustered protocadherins	20
PCDHB16	Clustered protocadherins	20
PCDHB17P	Clustered protocadherins	20
PCDHB18P	Clustered protocadherins	20
PCDHB19P	Clustered protocadherins	20
PCDHB@	Clustered protocadherins	20
PCDHG@	Clustered protocadherins	20
PCDHGA1	Clustered protocadherins	20
PCDHGA2	Clustered protocadherins	20
PCDHGA3	Clustered protocadherins	20
PCDHGA4	Clustered protocadherins	20
PCDHGA5	Clustered protocadherins	20
PCDHGA6	Clustered protocadherins	20
PCDHGA7	Clustered protocadherins	20
PCDHGA8	Clustered protocadherins	20
PCDHGA9	Clustered protocadherins	20
PCDHGA10	Clustered protocadherins	20
PCDHGA11	Clustered protocadherins	20
PCDHGA12	Clustered protocadherins	20
PCDHGB1	Clustered protocadherins	20
PCDHGB2	Clustered protocadherins	20
PCDHGB3	Clustered protocadherins	20
PCDHGB4	Clustered protocadherins	20
PCDHGB5	Clustered protocadherins	20
PCDHGB6	Clustered protocadherins	20
PCDHGB7	Clustered protocadherins	20
PCDHGB8P	Clustered protocadherins|Unitary pseudogenes	20|3418
PCDHGB9P	Clustered protocadherins	20
PCDHGC3	Clustered protocadherins	20
PCDHGC4	Clustered protocadherins	20
