Target (Gene),Drug Name,maxClinicalStage
TNFRSF17,TECLISTAMAB,APPROVAL
NPM1,CRIZOTINIB,APPROVAL
NPM1,CERITINIB,APPROVAL
IL1R1,ANAKINRA,APPROVAL
FGFR2,NINTEDANIB ESYLATE,APPROVAL
FGFR2,PEMIGATINIB,APPROVAL
FGFR2,ERDAFITINIB,APPROVAL
FGFR2,TRAFERMIN,APPROVAL
FGFR2,PALIFERMIN,APPROVAL
FGFR2,INFIGRATINIB PHOSPHATE,APPROVAL
FGFR2,FUTIBATINIB,APPROVAL
FGFR2,NINTEDANIB,APPROVAL
FGFR2,E-7090,APPROVAL
FGFR2,INFIGRATINIB,APPROVAL
FGFR2,REGORAFENIB,APPROVAL
KDR,RIVOCERANIB MESYLATE,APPROVAL
KDR,LENVATINIB,APPROVAL
KDR,PAZOPANIB HYDROCHLORIDE,APPROVAL
KDR,RAMUCIRUMAB,APPROVAL
KDR,CEDIRANIB,APPROVAL
KDR,SUNITINIB,APPROVAL
KDR,TIVOZANIB HYDROCHLORIDE,APPROVAL
KDR,TIVOZANIB,APPROVAL
KDR,FRUQUINTINIB,APPROVAL
KDR,VANDETANIB,APPROVAL
KDR,AXITINIB,APPROVAL
KDR,SORAFENIB TOSYLATE,APPROVAL
KDR,SORAFENIB,APPROVAL
KDR,SUNITINIB MALATE,APPROVAL
KDR,NINTEDANIB,APPROVAL
KDR,LENVATINIB MESYLATE,APPROVAL
KDR,MIDOSTAURIN,APPROVAL
KDR,CABOZANTINIB S-MALATE,APPROVAL
KDR,REGORAFENIB,APPROVAL
KDR,SURUFATINIB,APPROVAL
KDR,PAZOPANIB,APPROVAL
KDR,NINTEDANIB ESYLATE,APPROVAL
KDR,CABOZANTINIB,APPROVAL
KDR,RIVOCERANIB,APPROVAL
RXRA,BEXAROTENE,APPROVAL
RXRA,ALITRETINOIN,APPROVAL
RXRA,DANTHRON,APPROVAL
RXRA,ETRETINATE,APPROVAL
RXRA,ACITRETIN,APPROVAL
TNF,ETANERCEPT,APPROVAL
TNF,INFLIXIMAB,APPROVAL
TNF,AFELIMOMAB,APPROVAL
TNF,OZORALIZUMAB,APPROVAL
TNF,CERTOLIZUMAB PEGOL,APPROVAL
TNF,GOLIMUMAB,APPROVAL
TNF,ADALIMUMAB,APPROVAL
KEAP1,DIMETHYL FUMARATE,APPROVAL
KEAP1,DIROXIMEL FUMARATE,APPROVAL
KEAP1,MONOMETHYL FUMARATE,APPROVAL
IRAK1,PACRITINIB,APPROVAL
IRAK1,PACRITINIB CITRATE,APPROVAL
VWF,CAPLACIZUMAB,APPROVAL
VWF,VON WILLEBRAND FACTOR HUMAN,APPROVAL
VWF,VONICOG ALFA,APPROVAL
IL6,SILTUXIMAB,APPROVAL
IL6,OLOKIZUMAB,APPROVAL
IL6,SIRUKUMAB,APPROVAL
PRKCE,MIDOSTAURIN,APPROVAL
AXL,GILTERITINIB,APPROVAL
AXL,GILTERITINIB FUMARATE,APPROVAL
HBA1,VOXELOTOR,APPROVAL
HBA1,EFAPROXIRAL,APPROVAL
HBA2,EFAPROXIRAL,APPROVAL
HBA2,VOXELOTOR,APPROVAL
GRIN2A,DEXTROMETHORPHAN,APPROVAL
GRIN2A,DEXTROMETHORPHAN POLISTIREX,APPROVAL
GRIN2A,ESKETAMINE HYDROCHLORIDE,APPROVAL
GRIN2A,MEMANTINE HYDROCHLORIDE,APPROVAL
GRIN2A,ACAMPROSATE CALCIUM,APPROVAL
GRIN2A,AMANTADINE,APPROVAL
GRIN2A,MEMANTINE,APPROVAL
GRIN2A,AMANTADINE HYDROCHLORIDE,APPROVAL
GRIN2A,FELBAMATE,APPROVAL
GRIN2A,ORPHENADRINE,APPROVAL
GRIN2A,ORPHENADRINE CITRATE,APPROVAL
GRIN2A,KETAMINE,APPROVAL
GRIN2A,ORPHENADRINE HYDROCHLORIDE,APPROVAL
GRIN2A,ESKETAMINE,APPROVAL
GRIN2A,ACAMPROSATE,APPROVAL
GRIN2A,DEXTROMETHORPHAN HYDROBROMIDE,APPROVAL
KCNH2,DOFETILIDE,APPROVAL
KCNH2,SOTALOL HYDROCHLORIDE,APPROVAL
KCNH2,IBUTILIDE,APPROVAL
KCNH2,DALFAMPRIDINE,APPROVAL
KCNH2,IBUTILIDE FUMARATE,APPROVAL
KCNH2,SOTALOL,APPROVAL
KCNH2,AMIFAMPRIDINE,APPROVAL
KCNH2,GUANIDINE HYDROCHLORIDE,APPROVAL
KCNH2,AMIFAMPRIDINE PHOSPHATE,APPROVAL
KCNH2,TEDISAMIL,APPROVAL
KCNH2,AMIODARONE,APPROVAL
KCNH2,VERNAKALANT HYDROCHLORIDE,APPROVAL
KCNH2,AMIODARONE HYDROCHLORIDE,APPROVAL
KCNH2,VERNAKALANT,APPROVAL
MAP2K2,SELUMETINIB,APPROVAL
MAP2K2,TRAMETINIB DIMETHYL SULFOXIDE,APPROVAL
MAP2K2,SELUMETINIB SULFATE,APPROVAL
MAP2K2,TRAMETINIB,APPROVAL
MAP2K2,BINIMETINIB,APPROVAL
MAP2K2,COBIMETINIB,APPROVAL
MAP2K2,MIRDAMETINIB,APPROVAL
MAP2K2,COBIMETINIB FUMARATE,APPROVAL
ITGAL,EFALIZUMAB,APPROVAL
ITGAL,LIFITEGRAST,APPROVAL
ITGAL,ODULIMOMAB,APPROVAL
MASP2,NARSOPLIMAB,APPROVAL
CSF2RB,SARGRAMOSTIM,APPROVAL
KCNQ1,AMIFAMPRIDINE,APPROVAL
KCNQ1,AMIFAMPRIDINE PHOSPHATE,APPROVAL
KCNQ1,DALFAMPRIDINE,APPROVAL
KCNQ1,EZOGABINE,APPROVAL
KCNQ1,GUANIDINE HYDROCHLORIDE,APPROVAL
KCNQ1,TEDISAMIL,APPROVAL
PNP,FORODESINE HYDROCHLORIDE,APPROVAL
IFNG,EMAPALUMAB,APPROVAL
PDE4D,FLAVOXATE,APPROVAL
PDE4D,ROFLUMILAST,APPROVAL
PDE4D,OXTRIPHYLLINE,APPROVAL
PDE4D,ENSIFENTRINE,APPROVAL
PDE4D,IBUDILAST,APPROVAL
PDE4D,CRISABOROLE,APPROVAL
PDE4D,DYPHYLLINE,APPROVAL
PDE4D,THEOPHYLLINE,APPROVAL
PDE4D,DROTAVERINE,APPROVAL
PDE4D,PENTOXIFYLLINE,APPROVAL
PDE4D,APREMILAST,APPROVAL
PDE4D,FLAVOXATE HYDROCHLORIDE,APPROVAL
PDE4D,DIPYRIDAMOLE,APPROVAL
PDE4D,AMINOPHYLLINE,APPROVAL
PDE4D,AMLEXANOX,APPROVAL
ADRA2B,NOREPINEPHRINE,APPROVAL
ADRA2B,ERGOTAMINE TARTRATE,APPROVAL
ADRA2B,LABETALOL HYDROCHLORIDE,APPROVAL
ADRA2B,ERGOTAMINE,APPROVAL
ADRA2B,PHENOXYBENZAMINE,APPROVAL
ADRA2B,LABETALOL,APPROVAL
ADRA2B,HYDROXYAMPHETAMINE HYDROBROMIDE,APPROVAL
ADRA2B,METHYLDOPA,APPROVAL
ADRA2B,EPHEDRINE HYDROCHLORIDE,APPROVAL
ADRA2B,METHYLDOPATE HYDROCHLORIDE,APPROVAL
ADRA2B,EPINEPHRINE BITARTRATE,APPROVAL
ADRA2B,EPHEDRINE SULFATE,APPROVAL
ADRA2B,XYLOMETAZOLINE,APPROVAL
ADRA2B,APRACLONIDINE,APPROVAL
ADRA2B,OXYMETAZOLINE,APPROVAL
ADRA2B,DIPIVEFRIN,APPROVAL
ADRA2B,PHENOXYBENZAMINE HYDROCHLORIDE,APPROVAL
ADRA2B,PHENTOLAMINE MESYLATE,APPROVAL
ADRA2B,ALSEROXYLON,APPROVAL
ADRA2B,MEPHENTERMINE,APPROVAL
ADRA2B,CLONIDINE HYDROCHLORIDE,APPROVAL
ADRA2B,BRIMONIDINE TARTRATE,APPROVAL
ADRA2B,CELIPROLOL,APPROVAL
ADRA2B,DEXMEDETOMIDINE,APPROVAL
ADRA2B,EPINEPHRINE,APPROVAL
ADRA2B,TIZANIDINE HYDROCHLORIDE,APPROVAL
ADRA2B,MIRTAZAPINE,APPROVAL
ADRA2B,ERGOLOID MESYLATES,APPROVAL
ADRA2B,DROXIDOPA,APPROVAL
ADRA2B,GUANFACINE,APPROVAL
ADRA2B,GUANABENZ,APPROVAL
ADRA2B,PHENTOLAMINE,APPROVAL
ADRA2B,MOXISYLYTE,APPROVAL
ADRA2B,NAPHAZOLINE HYDROCHLORIDE,APPROVAL
ADRA2B,GUANFACINE HYDROCHLORIDE,APPROVAL
ADRA2B,TETRAHYDROZOLINE,APPROVAL
ADRA2B,OXYMETAZOLINE HYDROCHLORIDE,APPROVAL
ADRA2B,NAPHAZOLINE,APPROVAL
ADRA2B,TOLAZOLINE,APPROVAL
ADRA2B,EPHEDRINE,APPROVAL
ADRA2B,TIZANIDINE,APPROVAL
ADRA2B,RAUWOLFIA SERPENTINA,APPROVAL
ADRA2B,LOFEXIDINE,APPROVAL
ADRA2B,CLONIDINE,APPROVAL
ADRA2B,LOFEXIDINE HYDROCHLORIDE,APPROVAL
ADRA2B,BRIMONIDINE,APPROVAL
ADRA2B,NOREPINEPHRINE BITARTRATE,APPROVAL
MTOR,PERHEXILINE,APPROVAL
MTOR,RIDAFOROLIMUS,APPROVAL
CD80,BELATACEPT,APPROVAL
CD80,ABATACEPT,APPROVAL
IL1B,CANAKINUMAB,APPROVAL
IL1B,RILONACEPT,APPROVAL
LYN,DASATINIB ANHYDROUS,APPROVAL
LYN,BOSUTINIB,APPROVAL
RXRG,ALITRETINOIN,APPROVAL
RXRG,BEXAROTENE,APPROVAL
RXRG,ACITRETIN,APPROVAL
RXRG,ETRETINATE,APPROVAL
PRKD1,MIDOSTAURIN,APPROVAL
PDE4B,DIPYRIDAMOLE,APPROVAL
PDE4B,DYPHYLLINE,APPROVAL
PDE4B,ENSIFENTRINE,APPROVAL
PDE4B,CRISABOROLE,APPROVAL
PDE4B,APREMILAST,APPROVAL
PDE4B,DROTAVERINE,APPROVAL
PDE4B,AMLEXANOX,APPROVAL
PDE4B,FLAVOXATE HYDROCHLORIDE,APPROVAL
PDE4B,IBUDILAST,APPROVAL
PDE4B,FLAVOXATE,APPROVAL
PDE4B,THEOPHYLLINE,APPROVAL
PDE4B,OXTRIPHYLLINE,APPROVAL
PDE4B,ROFLUMILAST,APPROVAL
PDE4B,PENTOXIFYLLINE,APPROVAL
PDE4B,AMINOPHYLLINE,APPROVAL
KCND3,AMIFAMPRIDINE PHOSPHATE,APPROVAL
KCND3,GUANIDINE HYDROCHLORIDE,APPROVAL
KCND3,VERNAKALANT HYDROCHLORIDE,APPROVAL
KCND3,TEDISAMIL,APPROVAL
KCND3,AMIFAMPRIDINE,APPROVAL
KCND3,VERNAKALANT,APPROVAL
KCND3,DALFAMPRIDINE,APPROVAL
RARG,ACITRETIN,APPROVAL
RARG,ETRETINATE,APPROVAL
RARG,TRETINOIN,APPROVAL
RARG,PALOVAROTENE,APPROVAL
RARG,TRIFAROTENE,APPROVAL
RARG,ALITRETINOIN,APPROVAL
RARG,ISOTRETINOIN,APPROVAL
RARG,ADAPALENE,APPROVAL
RARG,TAZAROTENE,APPROVAL
PRKCZ,MIDOSTAURIN,APPROVAL
CCND1,PALBOCICLIB,APPROVAL
KCNH7,DALFAMPRIDINE,APPROVAL
KCNH7,AMIFAMPRIDINE,APPROVAL
KCNH7,TEDISAMIL,APPROVAL
KCNH7,GUANIDINE HYDROCHLORIDE,APPROVAL
KCNH7,AMIFAMPRIDINE PHOSPHATE,APPROVAL
RET,SELPERCATINIB,APPROVAL
RET,ALECTINIB,APPROVAL
RET,SORAFENIB TOSYLATE,APPROVAL
RET,SORAFENIB,APPROVAL
RET,QUIZARTINIB,APPROVAL
RET,VANDETANIB,APPROVAL
RET,SUNITINIB MALATE,APPROVAL
RET,LESTAURTINIB,APPROVAL
RET,ALECTINIB HYDROCHLORIDE,APPROVAL
RET,SUNITINIB,APPROVAL
RET,PRALSETINIB,APPROVAL
RET,REGORAFENIB,APPROVAL
HDAC7,PANOBINOSTAT,APPROVAL
HDAC7,ENTINOSTAT,APPROVAL
HDAC7,GIVINOSTAT HYDROCHLORIDE,APPROVAL
HDAC7,PANOBINOSTAT LACTATE,APPROVAL
HDAC7,BELINOSTAT,APPROVAL
HDAC7,ROMIDEPSIN,APPROVAL
HDAC7,GIVINOSTAT,APPROVAL
EGFR,AFATINIB,APPROVAL
EGFR,CETUXIMAB SAROTALOCAN,APPROVAL
EGFR,BRIGATINIB,APPROVAL
EGFR,LAZERTINIB,APPROVAL
EGFR,AFATINIB DIMALEATE,APPROVAL
EGFR,PANITUMUMAB,APPROVAL
EGFR,LAPATINIB,APPROVAL
EGFR,LAZERTINIB MESYLATE,APPROVAL
EGFR,ROCILETINIB,APPROVAL
EGFR,NERATINIB,APPROVAL
EGFR,NERATINIB MALEATE,APPROVAL
EGFR,OLMUTINIB,APPROVAL
EGFR,ERLOTINIB,APPROVAL
EGFR,LAPATINIB DITOSYLATE,APPROVAL
EGFR,NECITUMUMAB,APPROVAL
EGFR,MOBOCERTINIB,APPROVAL
EGFR,NIMOTUZUMAB,APPROVAL
EGFR,AUMOLERTINIB,APPROVAL
EGFR,OSIMERTINIB MESYLATE,APPROVAL
EGFR,ICOTINIB,APPROVAL
EGFR,ERLOTINIB HYDROCHLORIDE,APPROVAL
EGFR,AMIVANTAMAB,APPROVAL
EGFR,GEFITINIB,APPROVAL
EGFR,CETUXIMAB,APPROVAL
EGFR,OSIMERTINIB,APPROVAL
EGFR,VANDETANIB,APPROVAL
EGFR,DACOMITINIB,APPROVAL
EGFR,MOBOCERTINIB SUCCINATE,APPROVAL
KCNA4,AMIFAMPRIDINE PHOSPHATE,APPROVAL
KCNA4,GUANIDINE HYDROCHLORIDE,APPROVAL
KCNA4,AMIFAMPRIDINE,APPROVAL
KCNA4,TEDISAMIL,APPROVAL
KCNA4,DALFAMPRIDINE,APPROVAL
ACVR1,PACRITINIB,APPROVAL
ACVR1,DIBOTERMIN ALFA,APPROVAL
ACVR1,MOMELOTINIB,APPROVAL
ACVR1,MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE,APPROVAL
ACVR1,EPTOTERMIN ALFA,APPROVAL
ACVR1,PACRITINIB CITRATE,APPROVAL
PSMA6,IXAZOMIB CITRATE,APPROVAL
PSMA6,BORTEZOMIB,APPROVAL
PSMA6,IXAZOMIB,APPROVAL
PSMA6,CARFILZOMIB,APPROVAL
PSMA6,BORTEZOMIB D-MANNITOL,APPROVAL
CD52,ALEMTUZUMAB,APPROVAL
FYN,DASATINIB ANHYDROUS,APPROVAL
AHR,TAPINAROF,APPROVAL
FGFR1,E-7090,APPROVAL
FGFR1,NINTEDANIB ESYLATE,APPROVAL
FGFR1,PAZOPANIB,APPROVAL
FGFR1,INFIGRATINIB,APPROVAL
FGFR1,SURUFATINIB,APPROVAL
FGFR1,PEMIGATINIB,APPROVAL
FGFR1,INFIGRATINIB PHOSPHATE,APPROVAL
FGFR1,NINTEDANIB,APPROVAL
FGFR1,REGORAFENIB,APPROVAL
FGFR1,FUTIBATINIB,APPROVAL
FGFR1,PAZOPANIB HYDROCHLORIDE,APPROVAL
FGFR1,ERDAFITINIB,APPROVAL
CD33,GEMTUZUMAB OZOGAMICIN,APPROVAL
CHRM1,PROCYCLIDINE,APPROVAL
CHRM1,CEVIMELINE HYDROCHLORIDE,APPROVAL
CHRM1,METHIXENE,APPROVAL
CHRM1,BENZTROPINE MESYLATE,APPROVAL
CHRM1,GLYCOPYRRONIUM,APPROVAL
CHRM1,DICYCLOMINE HYDROCHLORIDE,APPROVAL
CHRM1,MINAPRINE,APPROVAL
CHRM1,CEVIMELINE,APPROVAL
CHRM1,OXYPHENONIUM,APPROVAL
CHRM1,ISOPROPAMIDE,APPROVAL
CHRM1,PROPANTHELINE BROMIDE,APPROVAL
CHRM1,CLIDINIUM,APPROVAL
CHRM1,CYCRIMINE,APPROVAL
CHRM1,TRIHEXYPHENIDYL,APPROVAL
CHRM1,ATROPINE,APPROVAL
CHRM1,DIPHEMANIL METHYLSULFATE,APPROVAL
CHRM1,MEPENZOLATE,APPROVAL
CHRM1,ANISOTROPINE METHYLBROMIDE,APPROVAL
CHRM1,TERODILINE,APPROVAL
CHRM1,PIRENZEPINE,APPROVAL
CHRM1,DICYCLOMINE,APPROVAL
CHRM1,SOFPIRONIUM BROMIDE,APPROVAL
CHRM1,DIPHEMANIL,APPROVAL
CHRM1,SCOPOLAMINE,APPROVAL
CHRM1,TRIDIHEXETHYL,APPROVAL
CHRM1,ISOPROPAMIDE IODIDE,APPROVAL
CHRM1,BIPERIDEN,APPROVAL
CHRM1,METHSCOPOLAMINE,APPROVAL
CHRM1,DIPHENIDOL,APPROVAL
CHRM1,HEXOCYCLIUM,APPROVAL
CHRM1,ATROPINE SULFATE,APPROVAL
CHRM1,METHSCOPOLAMINE BROMIDE,APPROVAL
CHRM1,GLYCOPYRRONIUM BROMIDE,APPROVAL
CHRM1,PILOCARPINE,APPROVAL
CHRM1,GLYCOPYRRONIUM TOSYLATE,APPROVAL
CHRM1,ETHOPROPAZINE,APPROVAL
CHRM1,PROPANTHELINE,APPROVAL
CHRM1,CLIDINIUM BROMIDE,APPROVAL
CHRM1,OXYPHENCYCLIMINE,APPROVAL
CHRM1,BENZTROPINE,APPROVAL
CYSLTR1,ZAFIRLUKAST,APPROVAL
CYSLTR1,MONTELUKAST,APPROVAL
CYSLTR1,MONTELUKAST SODIUM,APPROVAL
CYSLTR1,PRANLUKAST,APPROVAL
MIF,IGURATIMOD,APPROVAL
IL23A,GUSELKUMAB,APPROVAL
IL23A,BRIAKINUMAB,APPROVAL
IL23A,USTEKINUMAB,APPROVAL
IL23A,TILDRAKIZUMAB,APPROVAL
IL23A,MIRIKIZUMAB,APPROVAL
IL23A,RISANKIZUMAB,APPROVAL
KCNC4,AMIFAMPRIDINE,APPROVAL
KCNC4,TEDISAMIL,APPROVAL
KCNC4,GUANIDINE HYDROCHLORIDE,APPROVAL
KCNC4,DALFAMPRIDINE,APPROVAL
KCNC4,AMIFAMPRIDINE PHOSPHATE,APPROVAL
ADRA2C,APRACLONIDINE,APPROVAL
ADRA2C,DIPIVEFRIN,APPROVAL
ADRA2C,EPHEDRINE HYDROCHLORIDE,APPROVAL
ADRA2C,LABETALOL,APPROVAL
ADRA2C,ERGOTAMINE,APPROVAL
ADRA2C,ERGOLOID MESYLATES,APPROVAL
ADRA2C,HYDROXYAMPHETAMINE HYDROBROMIDE,APPROVAL
ADRA2C,LOFEXIDINE,APPROVAL
ADRA2C,METHYLDOPATE HYDROCHLORIDE,APPROVAL
ADRA2C,BRIMONIDINE,APPROVAL
ADRA2C,EPINEPHRINE,APPROVAL
ADRA2C,ERGOTAMINE TARTRATE,APPROVAL
ADRA2C,DEXMEDETOMIDINE,APPROVAL
ADRA2C,PHENOXYBENZAMINE,APPROVAL
ADRA2C,EPHEDRINE SULFATE,APPROVAL
ADRA2C,GUANFACINE HYDROCHLORIDE,APPROVAL
ADRA2C,CLONIDINE,APPROVAL
ADRA2C,EPINEPHRINE BITARTRATE,APPROVAL
ADRA2C,DROXIDOPA,APPROVAL
ADRA2C,RAUWOLFIA SERPENTINA,APPROVAL
ADRA2C,TETRAHYDROZOLINE,APPROVAL
ADRA2C,GUANFACINE,APPROVAL
ADRA2C,MOXISYLYTE,APPROVAL
ADRA2C,XYLOMETAZOLINE,APPROVAL
ADRA2C,LOFEXIDINE HYDROCHLORIDE,APPROVAL
ADRA2C,CLONIDINE HYDROCHLORIDE,APPROVAL
ADRA2C,CELIPROLOL,APPROVAL
ADRA2C,GUANABENZ,APPROVAL
ADRA2C,BRIMONIDINE TARTRATE,APPROVAL
ADRA2C,PHENTOLAMINE MESYLATE,APPROVAL
ADRA2C,METHYLDOPA,APPROVAL
ADRA2C,NOREPINEPHRINE,APPROVAL
ADRA2C,MEPHENTERMINE,APPROVAL
ADRA2C,NAPHAZOLINE,APPROVAL
ADRA2C,PHENOXYBENZAMINE HYDROCHLORIDE,APPROVAL
ADRA2C,OXYMETAZOLINE HYDROCHLORIDE,APPROVAL
ADRA2C,PHENTOLAMINE,APPROVAL
ADRA2C,TIZANIDINE HYDROCHLORIDE,APPROVAL
ADRA2C,TIZANIDINE,APPROVAL
ADRA2C,NOREPINEPHRINE BITARTRATE,APPROVAL
ADRA2C,OXYMETAZOLINE,APPROVAL
ADRA2C,EPHEDRINE,APPROVAL
ADRA2C,LABETALOL HYDROCHLORIDE,APPROVAL
ADRA2C,ALSEROXYLON,APPROVAL
ADRA2C,TOLAZOLINE,APPROVAL
ADRA2C,MIRTAZAPINE,APPROVAL
ADRA2C,NAPHAZOLINE HYDROCHLORIDE,APPROVAL
RPL5,ATALUREN,APPROVAL
SERPING1,CONESTAT ALFA,APPROVAL
IGF1R,MASOPROCOL,APPROVAL
IGF1R,TEPROTUMUMAB,APPROVAL
IGF1R,MECASERMIN,APPROVAL
CHRM3,GLYCOPYRRONIUM TOSYLATE,APPROVAL
CHRM3,ISOPROPAMIDE IODIDE,APPROVAL
CHRM3,BETHANECHOL CHLORIDE,APPROVAL
CHRM3,CARBACHOL,APPROVAL
CHRM3,PROPANTHELINE,APPROVAL
CHRM3,HEXOCYCLIUM,APPROVAL
CHRM3,UMECLIDINIUM BROMIDE,APPROVAL
CHRM3,PROPANTHELINE BROMIDE,APPROVAL
CHRM3,CEVIMELINE,APPROVAL
CHRM3,ANISOTROPINE METHYLBROMIDE,APPROVAL
CHRM3,SOFPIRONIUM BROMIDE,APPROVAL
CHRM3,ATROPINE SULFATE,APPROVAL
CHRM3,ACLIDINIUM,APPROVAL
CHRM3,ACLIDINIUM BROMIDE,APPROVAL
CHRM3,OXYBUTYNIN CHLORIDE,APPROVAL
CHRM3,TROSPIUM CHLORIDE,APPROVAL
CHRM3,OXYPHENCYCLIMINE,APPROVAL
CHRM3,ACETYLCHOLINE,APPROVAL
CHRM3,TOLTERODINE TARTRATE,APPROVAL
CHRM3,ISOPROPAMIDE,APPROVAL
CHRM3,DICYCLOMINE,APPROVAL
CHRM3,TRIDIHEXETHYL,APPROVAL
CHRM3,DICYCLOMINE HYDROCHLORIDE,APPROVAL
CHRM3,IPRATROPIUM BROMIDE,APPROVAL
CHRM3,REVEFENACIN,APPROVAL
CHRM3,CLIDINIUM,APPROVAL
CHRM3,CEVIMELINE HYDROCHLORIDE,APPROVAL
CHRM3,TIOTROPIUM BROMIDE,APPROVAL
CHRM3,SOLIFENACIN,APPROVAL
CHRM3,PILOCARPINE,APPROVAL
CHRM3,GLYCOPYRRONIUM,APPROVAL
CHRM3,TOLTERODINE,APPROVAL
CHRM3,FESOTERODINE FUMARATE,APPROVAL
CHRM3,CYCLOPENTOLATE HYDROCHLORIDE,APPROVAL
CHRM3,TROSPIUM,APPROVAL
CHRM3,DARIFENACIN,APPROVAL
CHRM3,GLYCOPYRRONIUM BROMIDE,APPROVAL
CHRM3,ATROPINE,APPROVAL
CHRM3,SOLIFENACIN SUCCINATE,APPROVAL
CHRM3,TIOTROPIUM,APPROVAL
CHRM3,IPRATROPIUM,APPROVAL
CHRM3,DARIFENACIN HYDROBROMIDE,APPROVAL
CHRM3,MEPENZOLATE,APPROVAL
CHRM3,METHSCOPOLAMINE,APPROVAL
CHRM3,DIPHEMANIL,APPROVAL
CHRM3,TROPICAMIDE,APPROVAL
CHRM3,IMIDAFENACIN,APPROVAL
CHRM3,DIPHEMANIL METHYLSULFATE,APPROVAL
CHRM3,ACETYLCHOLINE CHLORIDE,APPROVAL
CHRM3,CLIDINIUM BROMIDE,APPROVAL
CHRM3,METHACHOLINE CHLORIDE,APPROVAL
CHRM3,UMECLIDINIUM,APPROVAL
CHRM3,OXYBUTYNIN,APPROVAL
CHRM3,CYCLOPENTOLATE,APPROVAL
CHRM3,FESOTERODINE,APPROVAL
CHRM3,BETHANECHOL,APPROVAL
CHRM3,TERODILINE,APPROVAL
CHRM3,OXYPHENONIUM,APPROVAL
CHRM3,METHSCOPOLAMINE BROMIDE,APPROVAL
ARAF,TOVORAFENIB,APPROVAL
ADRB3,CARVEDILOL PHOSPHATE,APPROVAL
ADRB3,HYDROXYAMPHETAMINE HYDROBROMIDE,APPROVAL
ADRB3,ISOPROTERENOL,APPROVAL
ADRB3,EPHEDRINE HYDROCHLORIDE,APPROVAL
ADRB3,CARTEOLOL HYDROCHLORIDE,APPROVAL
ADRB3,CARVEDILOL,APPROVAL
ADRB3,EPINEPHRINE BITARTRATE,APPROVAL
ADRB3,MEPHENTERMINE,APPROVAL
ADRB3,LABETALOL HYDROCHLORIDE,APPROVAL
ADRB3,LABETALOL,APPROVAL
ADRB3,ISOPROTERENOL HYDROCHLORIDE,APPROVAL
ADRB3,NOREPINEPHRINE,APPROVAL
ADRB3,NOREPINEPHRINE BITARTRATE,APPROVAL
ADRB3,EPHEDRINE SULFATE,APPROVAL
ADRB3,DROXIDOPA,APPROVAL
ADRB3,DIPIVEFRIN,APPROVAL
ADRB3,CARTEOLOL,APPROVAL
ADRB3,EPINEPHRINE,APPROVAL
ADRB3,VIBEGRON,APPROVAL
ADRB3,MIRABEGRON,APPROVAL
ADRB3,EPHEDRINE,APPROVAL
TFRC,PABINAFUSP ALFA,APPROVAL
INSR,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,APPROVAL
INSR,INSULIN GLARGINE,APPROVAL
INSR,INSULIN DEGLUDEC,APPROVAL
INSR,INSULIN DETEMIR,APPROVAL
INSR,INSULIN ICODEC,APPROVAL
INSR,INSULIN PURIFIED BEEF,APPROVAL
INSR,"INSULIN, NEUTRAL",APPROVAL
INSR,INSULIN GLULISINE,APPROVAL
INSR,INSULIN ASPART,APPROVAL
INSR,INSULIN PORK,APPROVAL
INSR,INSULIN LISPRO,APPROVAL
INSR,INSULIN PURIFIED PORK,APPROVAL
INSR,INSULIN HUMAN ZINC,APPROVAL
INSR,INSULIN ZINC SUSP RECOMBINANT HUMAN,APPROVAL
INSR,INSULIN HUMAN,APPROVAL
PSMD7,IXAZOMIB,APPROVAL
PSMD7,BORTEZOMIB D-MANNITOL,APPROVAL
PSMD7,BORTEZOMIB,APPROVAL
PSMD7,IXAZOMIB CITRATE,APPROVAL
PSMD7,CARFILZOMIB,APPROVAL
ADRA1A,PHENTOLAMINE MESYLATE,APPROVAL
ADRA1A,NOREPINEPHRINE,APPROVAL
ADRA1A,PHENTOLAMINE,APPROVAL
ADRA1A,NAPHAZOLINE HYDROCHLORIDE,APPROVAL
ADRA1A,XYLOMETAZOLINE,APPROVAL
ADRA1A,MEPHENTERMINE,APPROVAL
ADRA1A,EPINEPHRINE,APPROVAL
ADRA1A,SILODOSIN,APPROVAL
ADRA1A,EPHEDRINE SULFATE,APPROVAL
ADRA1A,ALFUZOSIN HYDROCHLORIDE,APPROVAL
ADRA1A,PHENYLEPHRINE HYDROCHLORIDE,APPROVAL
ADRA1A,NOREPINEPHRINE BITARTRATE,APPROVAL
ADRA1A,TAMSULOSIN,APPROVAL
ADRA1A,ERGOTAMINE,APPROVAL
ADRA1A,ISOXSUPRINE,APPROVAL
ADRA1A,TAMSULOSIN HYDROCHLORIDE,APPROVAL
ADRA1A,HYDROXYAMPHETAMINE HYDROBROMIDE,APPROVAL
ADRA1A,DOXAZOSIN MESYLATE,APPROVAL
ADRA1A,EPINEPHRINE BITARTRATE,APPROVAL
ADRA1A,TERAZOSIN HYDROCHLORIDE,APPROVAL
ADRA1A,TERAZOSIN,APPROVAL
ADRA1A,DROXIDOPA,APPROVAL
ADRA1A,DOXAZOSIN,APPROVAL
ADRA1A,PRAZOSIN HYDROCHLORIDE,APPROVAL
ADRA1A,TRIMIPRAMINE MALEATE,APPROVAL
